"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","URL do site","Tipo de mídia","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]","AD -2","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.24719101,777,0.22779923,,9.07,4,3,2.2675,0.64350064,11.67310167,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02","Arte Organica - Digestino",https://www.denavita.com.br/pages/digestino,Imagem,inactive,ad,1.05344585,749,0,,15.80996217,7,6,2.25856602,1.33511348,21.10809368,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 2","Influ Lari - Jejoom",https://jejoom1.denavita.com.br/,Vídeo,not_delivering,ad,1.12650602,748,0.28877005,,29.83,6,4,4.97166667,1.3368984,39.87967914,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD4 - ORGANICO","[CAMPANHA AQUISIÇÃO]",http://www.denavita.com.br/pages/jejoom-denavita,Imagem,inactive,ad,1.05722461,739,0,,16,7,4,2.28571429,0.94722598,21.65087957,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.11827957,728,0.1510989,,10.07,2,3,5.035,0.41208791,13.83241758,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT4 17-05","[INOSITOL] [RMKT]",https://www.denavita.com.br/products/magnesio-inositol?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,not_delivering,ad,1.2741652,725,0.00275862,,20.25,10,7,2.025,1.37931034,27.93103448,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Rmkt Dani 2 — Cópia","LP - 1",https://lm1.denavita.com.br/,Imagem,archived,ad,1.04040404,721,0,,13.95775784,2,3,6.97887892,0.27739251,19.35888744,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - Q10","Arte Organica - Q10",http://www.denavita.com.br/pages/coenzimaq10,Imagem,not_delivering,ad,1.20603015,720,0,,22,12,8,1.83333333,1.94444444,30.55555556,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.15171289,706,0.12606232,,15.26,6,4,2.54333333,0.99150142,21.61473088,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons4_rmkt_20-10-2025 — Cópia","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,archived,ad,1.1023622,700,0,,19.9,8,7,2.4875,2,28.42857143,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - TOFU","Influ Sabrina - LM TESTE TRAVA DE CPA",https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,archived,ad,1.48979592,657,0.12328767,,6.57,11,7,0.59727273,1.52207002,10,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Evelyn - Vm 2",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.24236641,651,0.21505376,,17.91,6,6,2.985,1.68970814,27.51152074,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_esse-e-o-futuro-do-skin,"[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.10069444,634,0.23028391,,19.77982391,18,10,1.09887911,4.41640379,31.19846042,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU — Cópia","TONS TESTE",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,1.06576728,632,0,,22.96,8,5,2.87,1.42405063,36.32911392,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.23668639,627,0.35087719,,31.34,59,43,0.53118644,8.13397129,49.98405104,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN","[TESTE PB FECHADO]",http://lm1.denavita.com.br/,Vídeo,inactive,ad,1.13747646,604,0.10430464,,9.97,8,2,1.24625,1.65562914,16.50662252,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2 - SABRINA","Influ Sabrina 2 - Lm",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.11574953,588,0.20068027,,18.45,3,4,6.15,0.68027211,31.37755102,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD1 — Cópia",[EVELIN],https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.08703704,587,0.08858603,,5.08,7,6,0.72571429,1.02214651,8.65417376,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],http://denavita.com.br/pages/jejoom-denavita,Imagem,inactive,ad,1.07434944,578,0,,6.04,6,1,1.00666667,1.55709343,10.44982699,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU EVELYN  REFAÇÃO 17-05","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro,Vídeo,active,ad,1.06591337,566,0.48233216,,23.88,11,8,2.17090909,2.29681979,42.19081272,"Compras no site",23.88,2,0.09090909,1,7.60175879,"Valor de conversão da compra no site",181.53,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,1.11952191,562,0,,33.21,4,3,8.3025,0.71174377,59.09252669,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN","[TESTE PB FECHADO]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro,Imagem,inactive,ad,1.07293666,559,0,,10.93,4,3,2.7325,0.71556351,19.55277281,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2 - ORGANICO — Cópia","[PUBLICO LARISSA]",http://www.denavita.com.br/pages/jejoom-denavita,Imagem,archived,ad,1.06679764,543,0,,12.93,8,1,1.61625,2.20994475,23.8121547,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD14,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.10493827,537,0.28119181,,23.6,10,5,2.36,2.60707635,43.94785847,"Compras no site",23.6,1,0.1,1,5.13220339,"Valor de conversão da compra no site",121.12,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - 18-02",Jejoom,https://jejoom.denavita.com.br/,Imagem,not_delivering,ad,1.36031332,521,0,,10.7,2,1,5.35,0.38387716,20.53742802,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - VM","Arte Organica - VM",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,archived,ad,1.09243697,520,0,,18.67,8,6,2.33375,1.53846154,35.90384615,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia — Cópia","[TESTE PB FECHADO JADE]",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Jade+Seba+-+Performance&utm_content=Laranja+Moro,Vídeo,active,ad,1.01169591,519,0.22928709,,18.04734093,4,4,4.51183523,1.54142582,34.77329659,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.12114537,509,0.17092338,,32.21,4,2,8.0525,0.98231827,63.28094303,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 4","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.19058824,506,0.17588933,,6.37,5,5,1.274,1.38339921,12.58893281,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 4","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.36740331,495,0.44242424,,14.71,68,43,0.21632353,11.91919192,29.71717172,"Compras no site",7.355,3,0.02941176,2,18.87899388,"Valor de conversão da compra no site",277.71,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU","[PUBLICO ENG.] [DR]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Imagem,active,ad,1.07189542,492,0,,22.05735755,8,7,2.75716969,2.23577236,44.83202754,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS4,"Influ Morgana - Jejoom",https://jejoom.denavita.com.br/,Vídeo,inactive,ad,1.14153132,492,0.28252033,,28.25,10,6,2.825,2.84552846,57.41869919,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3- Q10","Conj. - Q10",http://www.denavita.com.br/pages/coenzimaq10,Imagem,not_delivering,ad,1.0886918,491,0,,11.57,9,7,1.28555556,2.03665988,23.56415479,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.1598063,479,0.0960334,,4.97,4,1,1.2425,0.83507307,10.37578288,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 3","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.27493261,473,0.30021142,,15.69,39,28,0.40230769,9.93657505,33.17124736,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD1 - ORGANICO — Cópia","[PUBLICO LARISSA]",http://www.denavita.com.br/pages/jejoom-denavita,Imagem,archived,ad,1.05504587,460,0,,13.37,6,3,2.22833333,2.17391304,29.06521739,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD5,"Influ Lari - Jejoom",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,not_delivering,ad,1.09808612,459,0.17429194,,14.15,12,7,1.17916667,3.48583878,30.82788671,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",24-12,"Influ Maritza 1 - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.24523161,457,0.15098468,,6.96,3,2,2.32,1.0940919,15.2297593,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2- Q10","Arte Organica - Q10",http://www.denavita.com.br/pages/coenzimaq10,Imagem,not_delivering,ad,1.08851675,455,0,,18.36,9,4,2.04,2.1978022,40.35164835,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS  - EVELYN VM",EVELIN,https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.09927361,454,0.23788546,,11.83,3,2,3.94333333,1.3215859,26.05726872,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - VM","Arte Organica - VM",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,not_delivering,ad,1.07228916,445,0,,13.1,8,4,1.6375,1.79775281,29.43820225,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",https://www.denavita.com.br/pages/jejoom-denavita?utm_source=Influenciador&utm_campaign=Larissa+Weissheimer+-+performance&utm_content=jejoom,Imagem,inactive,ad,1.1498708,445,0.00224719,,8.56,,,,0.2247191,19.23595506,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD2,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/conheca-novo-produto,Imagem,active,ad,1,445,0,,7.65089232,,,,0.2247191,17.19301644,"Compras no site",7.65089232,1,,1,30.3376378,"Valor de conversão da compra no site",232.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Lari - Jejoom",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,not_delivering,ad,1.20385675,437,0.16933638,,9.27,,,,0,21.21281465,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Lari - Jejoom",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,not_delivering,ad,1.12938005,419,0.23627685,,11.67,5,5,2.334,1.67064439,27.85202864,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT 4","[COENZIMA] [RMKT]",https://www.denavita.com.br/products/coenzima-q10-omega-3-e-selenio-30-caps?_pos=1&_sid=ab86d182c&_ss=r,Imagem,not_delivering,ad,1.16573034,415,0,,18.24,4,4,4.56,1.20481928,43.95180723,"Compras no site",18.24,,0.25,1,9.11842105,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 4","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.08847185,406,0.15763547,,4.12,3,1,1.37333333,0.98522167,10.14778325,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - ORG TOFU","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.14613181,400,0,,20.82,6,7,3.47,1.75,52.05,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Dani+Winits+-+performance&utm_content=laranja+moro,Imagem,inactive,ad,1.21,363,0,,9.310051,7,5,1.33000729,3.30578512,25.64752342,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2 - NOVO VM","Evelyn Regly BM - LM",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,not_delivering,ad,1.13125,362,0.24585635,,10.95974283,4,4,2.73993571,1.10497238,30.27553267,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Mi Ruback - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,archived,ad,1.0969697,362,0.10220994,,6.38,5,3,1.276,1.93370166,17.62430939,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT3 17-05","[TRIO MAG] [RMKT]",https://www.denavita.com.br/products/trio-magnesio?pb=0?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,not_delivering,ad,1.09034268,350,0,,10.02,6,5,1.67,1.71428571,28.62857143,,,0,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - LARI","[CAMPANHA AQUISIÇÃO]",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,inactive,ad,1.0952381,345,0.19710145,,6.66,,,,0,19.30434783,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 4 — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.06940063,339,0.28908555,,16.6,12,8,1.38333333,3.83480826,48.96755162,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA 2","LP - 1",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.04984424,337,0.22848665,,7.6,4,,1.9,1.48367953,22.55192878,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 - INGRID VM — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.15517241,335,0.22089552,,19.27,10,6,1.927,3.88059701,57.52238806,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",http://denavita.com.br/pages/jejoom-denavita,Imagem,inactive,ad,1.13175676,335,0,,11,5,5,2.2,2.08955224,32.8358209,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD4,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,1.09602649,331,0,,7.34,,,,0.60422961,22.17522659,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Evelyn - Vm 2",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.2265625,314,0.29936306,,10.62,1,1,10.62,0.31847134,33.82165605,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 5","Influ Lari - Jejoom",https://jejoom1.denavita.com.br/,Vídeo,not_delivering,ad,1.09025271,302,0.09933775,,8.48,3,2,2.82666667,0.99337748,28.0794702,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - 5 — Cópia","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.11152416,299,0.28762542,,5.33,4,3,1.3325,2.34113712,17.82608696,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 9","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.17391304,297,0.25252525,,12.35,6,4,2.05833333,4.04040404,41.58249158,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS DANI 2","Conj. - Q10",http://www.denavita.com.br/pages/coenzimaq10,Imagem,not_delivering,ad,1.23829787,291,0,,3.08,,,,0,10.58419244,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - 18-02",Jejoom,https://jejoom.denavita.com.br/,Imagem,not_delivering,ad,1.05434783,291,0,,7.86,5,3,1.572,2.06185567,27.01030928,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD3 — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.17886179,290,0.19655172,,27.14,7,4,3.87714286,3.10344828,93.5862069,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - SABRINA TOPO 2","[AQUISIÇÃO]  [ADV. +]",http://denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.06060606,280,0.16785714,,8.17,1,1,8.17,0.71428571,29.17857143,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN",EVELIN,https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro,Imagem,inactive,ad,1.04924242,277,0,,6.06,4,1,1.515,1.80505415,21.87725632,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 - NOVO VM — Cópia","Evelyn Regly BM - LM",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,not_delivering,ad,1.07003891,275,0.31636364,,2.37995161,1,1,2.37995161,0.72727273,8.65436949,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Criativo 1 - Brenda 29/12 — Cópia","LP - 1",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.01481481,274,0.17518248,,5.05,2,,2.525,0.72992701,18.43065693,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD -2 — Cópia — Cópia","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.15879828,270,0.27407407,,10.68,1,1,10.68,0.74074074,39.55555556,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 2","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.32835821,267,0.34456929,,9.38,17,12,0.55176471,8.23970037,35.13108614,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARISSA MES CLIENTE","Influ Larissa Lemos - Lm",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.11764706,266,0.20300752,,7.63,1,1,7.63,0.7518797,28.68421053,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://www.denavita.com.br/pages/laranja-moro,Imagem,active,ad,1.03629032,257,0,,6.41953897,5,5,1.28390779,2.33463035,24.97875086,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02",Jejoom,https://jejoom.denavita.com.br/,Imagem,not_delivering,ad,1.05349794,256,0,,9.97,5,4,1.994,2.34375,38.9453125,"Compras no site",9.97,1,0.2,1,13.71815446,"Valor de conversão da compra no site",136.77,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Raiza 3 - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.05416667,253,0.09090909,,7.66,2,1,3.83,0.79051383,30.27667984,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - VM","Arte Organica - VM",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,not_delivering,ad,1.0373444,250,0,,9.71,,,,0.4,38.84,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU 2","Conj. - Tipo 2",https://track.denavita.com.br/szeoncn43r/,Imagem,not_delivering,ad,1.07826087,248,0,,1.68996282,,,,0,6.81436621,,,1,,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 4","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.17788462,245,0.36326531,,8.42,21,14,0.40095238,10.6122449,34.36734694,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2- 18-02 — Cópia","Carrossel - Lm",https://www.denavita.com.br/pages/digestino,Imagem,inactive,ad,1.0896861,243,0,,5.22,4,2,1.305,1.64609053,21.48148148,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - 18-02",Jejoom,https://jejoom.denavita.com.br/,Imagem,not_delivering,ad,1.0125523,242,0,,10.05,4,5,2.5125,2.47933884,41.52892562,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU 4","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.08108108,240,0.22083333,,16.42,11,7,1.49272727,5,68.41666667,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - RAIZA 3 — Cópia","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/lm1,Vídeo,inactive,ad,1.10900474,234,0.23504274,,2.91,4,4,0.7275,2.56410256,12.43589744,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 9","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.06074766,227,0.13215859,,2.24,,,,0,9.86784141,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 4","Influ Lari - Jejoom",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,not_delivering,ad,1.15053763,214,0.23364486,,12.06,4,4,3.015,2.80373832,56.35514019,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Mi Ruback - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,archived,ad,1.14673913,211,0.10900474,,5.97,,,,0.47393365,28.29383886,,,,,,,,,2026-01-01,2026-05-25
