"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","URL do site","Tipo de mídia","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LEMOS TOFU","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Larissa+Lemos+-+Performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.23754734,77119,0.37261894,,1413.16,568,398,2.48795775,1.25779639,18.32440773,"Compras no site",78.50888889,73,0.03169014,18,2.12921396,"Valor de conversão da compra no site",3008.92,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS 3 - 18-02","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,archived,ad,2.16797908,77089,0,,2262.35,723,552,3.1291148,1.15061812,29.34724799,"Compras no site",62.84305556,112,0.04979253,36,3.70384335,"Valor de conversão da compra no site",8379.39,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Vinagre+de+Ma%C3%A7a,Vídeo,inactive,ad,1.5852831,76631,0.36132897,,2685.70293401,1076,807,2.49600644,1.71732067,35.04721241,"Compras no site",95.91796193,101,0.0260223,28,2.18314167,"Valor de conversão da compra no site",5863.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.84511744,76279,0.07601044,,664.91,356,206,1.86772472,0.5991164,8.7168159,"Compras no site",73.87888889,35,0.0252809,9,3.11419591,"Valor de conversão da compra no site",2070.66,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - BOFU 3","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,not_delivering,ad,1.61649454,76069,0,,1981.23,528,398,3.75232955,0.88472308,26.04516952,"Compras no site",76.20115385,74,0.04924242,26,2.31499624,"Valor de conversão da compra no site",4586.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Leka - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.1830102,75967,0.26378559,,1018.95,592,449,1.72119932,1.32294286,13.41306093,"Compras no site",84.9125,81,0.02027027,12,1.9465332,"Valor de conversão da compra no site",1983.42,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN MOFU","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,inactive,ad,1.37388875,75726,0.08550564,,1048.03581987,584,498,1.79458188,1.05511977,13.83984127,"Compras no site",80.61813999,49,0.02226027,13,2.19469598,"Valor de conversão da compra no site",2300.12,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",AD10,"[PUBLICO ABERTO]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.29987596,75450,0.19783963,,1995.07,626,459,3.18701278,1.39562624,26.44227966,"Compras no site",79.8028,97,0.0399361,25,2.98660197,"Valor de conversão da compra no site",5958.48,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",24-12,"Influ Maritza 1 - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.57842023,75016,0.14732857,,1285.08,580,472,2.21565517,1.05444172,17.13074544,"Compras no site",67.63578947,133,0.03275862,19,2.38872288,"Valor de conversão da compra no site",3069.7,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU","[BM] [ANA ELISA]",http://denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,2.02519234,70019,0.10978449,,766.41,383,206,2.0010705,0.80692383,10.9457433,"Compras no site",153.282,25,0.01305483,5,1.57358333,"Valor de conversão da compra no site",1206.01,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 5","Evelyn Regly BM - LM",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,not_delivering,ad,1.62923763,69733,0.15021582,,1835.77027029,675,571,2.71965966,1.27486269,26.32570333,"Compras no site",65.56322394,100,0.04148148,28,2.51909516,"Valor de conversão da compra no site",4624.48,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - TOFU","[HIBRIDO] [ESTATICO ORG.] [BID 60]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Vídeo,inactive,ad,1.62644951,69007,0.06494993,,610.56,243,180,2.51259259,0.58544785,8.84779805,"Compras no site",152.64,27,0.01646091,4,1.28809617,"Valor de conversão da compra no site",786.46,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  EVELYN",EVELIN,http://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro,Vídeo,active,ad,1.13984164,68093,0.211358,,840.81692507,506,390,1.66169353,0.99129132,12.34806698,"Compras no site",70.06807709,64,0.02371542,12,1.8872955,"Valor de conversão da compra no site",1586.87,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Dani - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,not_delivering,ad,1.65660735,64611,0.11134327,,1057.34,480,381,2.20279167,0.91006175,16.3647057,"Compras no site",66.08375,63,0.03333333,16,2.48195472,"Valor de conversão da compra no site",2624.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - LIS TOFU","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Mi+Ruback+-+performance&utm_content=Vinagre+de+ma%C3%A7a,Vídeo,inactive,ad,1.63641662,64573,0.28340018,,3124.97,1180,940,2.64827966,2.22383969,48.39437536,"Compras no site",76.21878049,170,0.03474576,41,2.48018381,"Valor de conversão da compra no site",7750.5,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.7690386,64439,0.05942054,,648.92159688,261,182,2.48628964,0.63005323,10.07032382,"Compras no site",64.89215969,25,0.03831418,10,2.15078371,"Valor de conversão da compra no site",1395.69,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.75193459,64070,0.09402216,,681.41,266,167,2.56169173,0.61963477,10.63539878,"Compras no site",61.94636364,35,0.04135338,11,3.10742431,"Valor de conversão da compra no site",2117.43,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - KAMILI 29/12","Influ Kamili",http://www.denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.48685403,63960,0.06794872,,766.5454373,369,292,2.07735891,0.79893684,11.98476293,"Compras no site",95.81817966,51,0.02168022,8,2.22363857,"Valor de conversão da compra no site",1704.52,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Mi Ruback - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,archived,ad,1.7144591,63567,0.32441361,,3644.66078232,1469,1178,2.48104886,2.83795051,57.33573682,"Compras no site",74.38083229,239,0.03335602,49,3.08151037,"Valor de conversão da compra no site",11231.06,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD3 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",http://www.denavita.com.br/pages/laranja-moro,Imagem,inactive,ad,1.22890582,63210,0,,1464.3,498,313,2.94036145,0.96345515,23.16563835,"Compras no site",209.18571429,27,0.01405622,7,1.12702315,"Valor de conversão da compra no site",1650.3,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,inactive,ad,1.66699539,62544,0.00174277,,1187.57275319,840,419,1.41377709,1.5173318,18.98779664,"Compras no site",79.17151688,59,0.01785714,15,2.93624958,"Valor de conversão da compra no site",3487.01,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Rmkt Dani 2 — Cópia","LP - 1",https://lm1.denavita.com.br/?utm_campaign=lplaranjamoroum&utm_content=Laranja+Moro&utm_source=performance,Imagem,archived,ad,1.68527727,62362,0,,1657.50374068,628,550,2.63933717,1.23312273,26.57874572,"Compras no site",37.67053956,194,0.07006369,44,5.00375945,"Valor de conversão da compra no site",8293.75,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_nao-tem-clareador-oral-barra,"LP NOVA",https://tons1.denavita.com.br/,Vídeo,inactive,ad,1.87515474,62107,0.12386687,,1625.9,749,627,2.17076101,1.61173459,26.17901364,"Compras no site",108.39333333,64,0.0200267,15,2.21640322,"Valor de conversão da compra no site",3603.65,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - REFAÇAO","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,active,ad,1.3545087,60640,0.43317942,,2145.47545055,1066,835,2.01264114,2.08278364,35.38053184,"Compras no site",102.16549765,125,0.01969981,21,1.77089885,"Valor de conversão da compra no site",3799.42,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU","[COLAGENO] [RMKT]",https://www.denavita.com.br/pages/col-geno-tipo-ii?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,not_delivering,ad,1.48220033,59872,0,,821.44,770,582,1.06680519,1.24599145,13.71993586,"Compras no site",164.288,41,0.00649351,5,1.38622419,"Valor de conversão da compra no site",1138.7,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","Rmkt Dani - 1","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://denavita.com.br/pages/laranja-moro,Imagem,not_delivering,ad,2.18663612,59166,0,,2676.57659819,454,360,5.89554317,1.05804009,45.23842406,"Compras no site",62.2459674,152,0.09471366,43,2.54259116,"Valor de conversão da compra no site",6805.44,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD- NIVER 5","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele?utm_source=Influenciador&utm_campaign=Rodrigo+Andrade+-+performance&utm_content=Tons,Imagem,not_delivering,ad,1.40351087,58765,0,,575.99,295,209,1.95250847,0.58538246,9.80158257,"Compras no site",143.9975,20,0.01355932,4,1.31538742,"Valor de conversão da compra no site",757.65,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT PERFIL MORG + DENA",[RMK],http://denavita.com.br/pages/jejoom-denavita?utm_source=Influenciador&utm_campaign=Larissa+Weissheimer+-+performance&utm_content=jejoom,Imagem,inactive,ad,2.08047786,58166,0.00036104,,512.80389541,284,172,1.80564752,0.59828766,8.81621386,"Compras no site",85.4673159,28,0.02112676,6,3.06263274,"Valor de conversão da compra no site",1570.53,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMK NIVER 3 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Ana+Elisa+Fitfoodmenu+-+performance&utm_content=Laranja+Moro,Vídeo,inactive,ad,1.628156,57780,0.16952233,,1775.29,472,385,3.76120763,1.05226722,30.72499135,"Compras no site",36.98520833,102,0.10169492,48,4.17536853,"Valor de conversão da compra no site",7412.49,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia","[BOFU] [ADV+ ABERTO] [ESTATICO]",https://lm1.denavita.com.br/?utm_campaign=lplaranjamoroum&utm_content=Laranja+Moro&utm_source=performance,Imagem,not_delivering,ad,2.03999858,57581,0,,593.96864469,335,277,1.77304073,0.71377711,10.31535827,"Compras no site",45.68989575,58,0.03880597,13,5.32597138,"Valor de conversão da compra no site",3163.46,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU 3","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.35760371,56813,0.29697428,,2808.12,1568,1095,1.79089286,3.30734163,49.42741978,"Compras no site",93.604,122,0.01913265,30,2.28342094,"Valor de conversão da compra no site",6412.12,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia — Cópia","[TESTE PB FECHADO JADE]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Ana+Elisa+Fitfoodmenu+-+performance&utm_content=Laranja+Moro?utm_source=Influenciador&utm_campaign=Jade+Seba+-+Performance&utm_content=Laranja+Moro,Vídeo,active,ad,1.21620044,56259,0.18757888,,1530.26828938,578,468,2.64752299,1.59441156,27.20041752,"Compras no site",95.64176809,71,0.02768166,16,1.85689008,"Valor de conversão da compra no site",2841.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  EVELYN",EVELIN,https://lm1.denavita.com.br/?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,active,ad,1.22303637,55916,0.23283139,,881.44307493,493,344,1.78791699,1.28406896,15.76370046,"Compras no site",97.93811944,43,0.01825558,9,1.82558584,"Valor de conversão da compra no site",1609.15,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.46217886,55149,0.26040363,,2797.12647039,1469,1337,1.90410243,3.33460262,50.71944134,"Compras no site",69.92816176,225,0.02722941,40,3.40189123,"Valor de conversão da compra no site",9515.52,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","teste publico novo - bid",https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,not_delivering,ad,1.13709593,54559,0.21274217,,1060.97694802,583,513,1.81985754,1.35449697,19.44641485,"Compras no site",39.29544252,110,0.04631218,27,4.32702144,"Valor de conversão da compra no site",4590.87,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD6,"[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas,Imagem,inactive,ad,2.10614137,54528,0,,1768.98000588,557,426,3.17590665,1.31858862,32.44168145,"Compras no site",60.99931055,105,0.05206463,29,3.02127214,"Valor de conversão da compra no site",5344.57,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_sabrina_video-reels_23-09-2025,"[PUBLICO ENG.] [DR]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,archived,ad,1.43096091,54325,0.19083295,,1853.64981705,761,531,2.43580791,1.75425679,34.12148766,"Compras no site",71.29422373,118,0.03416557,26,3.00386295,"Valor de conversão da compra no site",5568.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6","Evelyn Regly BM - LM",http://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Vídeo,not_delivering,ad,1.22924122,54271,0.22896206,,1079.73178303,463,382,2.33203409,1.3303606,19.89518865,"Compras no site",39.99006604,70,0.05831533,27,4.17160083,"Valor de conversão da compra no site",4504.21,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - JADE TOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Jade+Seba+-+Performance&utm_content=Laranja+Moro,Vídeo,inactive,ad,1.18412013,53778,0.36109562,,1370.65126678,595,496,2.30361557,1.91714084,25.48721163,"Compras no site",171.33140835,47,0.01344538,8,1.01944968,"Valor de conversão da compra no site",1397.31,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU 2","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.43384851,52324,0.00580995,,551.26,148,98,3.72472973,0.38605611,10.53550952,"Compras no site",183.75333333,11,0.02027027,3,1.7783623,"Valor de conversão da compra no site",980.34,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps,Imagem,active,ad,1.79108549,51877,0.00495403,,1991.26248904,719,577,2.76948886,1.45922085,38.38430304,"Compras no site",55.31284692,103,0.05006954,36,4.3634629,"Valor de conversão da compra no site",8688.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER 2","[HIBRIDO] [ESTATICO ORG.] [BID 60]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.43589815,51487,0.00481675,,368.39,248,166,1.48544355,0.52440422,7.15501,"Compras no site",61.39833333,13,0.02419355,6,3.35907598,"Valor de conversão da compra no site",1237.45,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Raiza 3 - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,2.37450735,51211,0.15277968,,1020.11,662,317,1.54095166,1.84725938,19.91974381,"Compras no site",78.47,68,0.01963746,13,3.54719589,"Valor de conversão da compra no site",3618.53,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons1_rmkt_20-10-2025 — Cópia","LP NOVA",https://tons1.denavita.com.br/,Imagem,inactive,ad,2.07028235,50960,0,,975.3,369,298,2.64308943,0.8889325,19.13854003,"Compras no site",81.275,43,0.03252033,12,2.88940839,"Valor de conversão da compra no site",2818.04,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU — Cópia","[VINAGRE] [RMKT]",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Vinagre+de+Ma%C3%A7a,Vídeo,active,ad,1.53369451,50957,0.4071472,,1981.71,1438,1104,1.37810153,3.06729203,38.8898483,"Compras no site",90.07772727,136,0.01529903,22,2.79397086,"Valor de conversão da compra no site",5536.84,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - JESSICA MOFU NIVER — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://lm1.denavita.com.br/?utm_source=Influenciador&utm_campaign=Jessica+Belcost+-+performance&utm_content=Laranja+moro&_pos=1&_sid=60fcff16e&_ss=r,Vídeo,not_delivering,ad,1.60277839,50534,0.23210116,,2408.05,622,506,3.87146302,1.54153639,47.65207583,"Compras no site",53.51222222,123,0.07234727,45,3.71951164,"Valor de conversão da compra no site",8956.77,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - NIVER 4","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Vídeo,not_delivering,ad,1.92424474,50446,0.2471752,,2579.18,1144,878,2.25452797,2.55124291,51.12754232,"Compras no site",56.06913043,129,0.04020979,46,4.02519018,"Valor de conversão da compra no site",10381.69,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Adeli - Lm",http://www.denavita.com.br/pages/laranja-moro,Vídeo,not_delivering,ad,1.38482064,50341,0.12333883,,512.02,255,104,2.00792157,0.68929898,10.17103355,"Compras no site",102.404,10,0.01960784,5,2.90127339,"Valor de conversão da compra no site",1485.51,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -1","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,not_delivering,ad,1.65113367,50102,0.18260748,,1609.86,1271,890,1.26660897,2.61067422,32.13165143,"Compras no site",94.69764706,46,0.0133753,17,2.72920627,"Valor de conversão da compra no site",4393.64,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT PERFIL DENA + JEJOOM",[RMK],http://denavita.com.br/pages/jejoom-denavita,Imagem,active,ad,1.48668331,50015,0,,531.78,442,199,1.20312217,0.91972408,10.63241028,"Compras no site",88.63,23,0.01357466,6,4.38873218,"Valor de conversão da compra no site",2333.84,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NURR 2","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Vídeo,inactive,ad,1.79057101,49640,0.32755842,,3217.12,973,780,3.3063926,2.80016116,64.80902498,"Compras no site",80.428,122,0.04110997,40,2.99167268,"Valor de conversão da compra no site",9624.57,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD1,"ESTUDOS CLINICOS",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.6492918,49139,0.1990069,,1338.87,512,426,2.61498047,1.20881581,27.24658621,"Compras no site",95.63357143,80,0.02734375,14,2.37173139,"Valor de conversão da compra no site",3175.44,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho-melasma3-13-10-2025,"[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.85773533,48825,0.14435228,,978.75942547,621,492,1.57610213,1.83512545,20.046276,"Compras no site",48.93797127,101,0.03220612,20,4.8338947,"Valor de conversão da compra no site",4731.22,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Rmkt Dani 2 — Cópia","LP - 2",https://lm2.denavita.com.br/?utm_campaign=lplaranjamorodois&utm_content=Laranja+Moro&utm_source=performance,Imagem,archived,ad,1.74878157,47364,0,,1419.47218499,537,465,2.6433374,1.39346339,29.96943216,"Compras no site",48.94731672,165,0.05400372,29,4.70922225,"Valor de conversão da compra no site",6684.61,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE JEJOOM TOFU","[BM JADE]",http://denavita.com.br/pages/jejoom-denavita?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Vídeo,inactive,ad,1.90073574,47277,0.14112571,,456.52,398,325,1.14703518,1.04067517,9.65628107,"Compras no site",76.08666667,51,0.01507538,6,3.21420748,"Valor de conversão da compra no site",1467.35,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Vitoria - Lm",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.82646362,47015,0.10624269,,461.23,291,118,1.58498282,0.78060194,9.81027332,"Compras no site",92.246,20,0.01718213,5,2.44004076,"Valor de conversão da compra no site",1125.42,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK EVELYN",EVELIN,https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Imagem,active,ad,1.66807498,46983,0,,899.83602049,311,232,2.89336341,0.8173169,19.1523747,"Compras no site",56.23975128,53,0.05144695,16,3.66128931,"Valor de conversão da compra no site",3294.56,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons4_rmkt_20-10-2025,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,1.62376272,46753,0,,1705.62856224,838,712,2.03535628,2.31001219,36.48169235,"Compras no site",55.0202762,200,0.03699284,31,4.12494265,"Valor de conversão da compra no site",7035.62,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","[ADS] - [LARISSA] [TOPO] [27-02] — Cópia","Influ Larissa Lemos - Lm",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.93368567,46101,0.33005792,,937.23,549,466,1.70715847,1.53358929,20.32992777,"Compras no site",66.945,41,0.02550091,14,2.66331637,"Valor de conversão da compra no site",2496.14,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,active,ad,1.37574686,45130,0.34604476,,1226.82,966,621,1.27,3.35918458,27.18413472,"Compras no site",175.26,45,0.00724638,7,1.20597969,"Valor de conversão da compra no site",1479.52,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU 3 — Cópia","[HIBRIDO] [ESTATICO ORG.] [BID 60]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.41140746,45086,0,,410.07,221,159,1.85552036,0.65208712,9.09528457,"Compras no site",102.5175,30,0.01809955,4,2.26241861,"Valor de conversão da compra no site",927.75,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA REFAÇÃO 17-05","[BM] [ANA ELISA]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Ana+Elisa+Fitfoodmenu+-+performance&utm_content=Laranja+Moro,Vídeo,inactive,ad,1.50490869,44914,0.09987977,,441.34,258,176,1.71062016,0.64790488,9.82633477,"Compras no site",110.335,18,0.01550388,4,1.7741877,"Valor de conversão da compra no site",783.02,2026-01-01,2026-05-25
