"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - RMKT] [ADV. ABO]","AD - TAINA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.22243346,2572,0.18584759,,104.86081039,47,29,2.23108107,,40.77014401,"Compras no site",104.86081039,4,0.0212766,1,2.80066499,"Valor de conversão da compra no site",293.68,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1 - MARITZA — Cópia","Influ Maritza 0",engaged,archived,ad,1.49795202,2560,0.28984375,,34.29,67,51,0.51179104,,13.39453125,"Compras no site",34.29,3,0.01492537,1,8.06765821,"Valor de conversão da compra no site",276.64,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - DUDA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,2.1558551,2559,0.4650254,,69.57,458,238,0.15189956,,27.18640094,"Compras no site",34.785,4,0.00436681,2,5.61204542,"Valor de conversão da compra no site",390.43,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",existing,inactive,ad,1.2291767,2553,0,,74.65,14,7,5.33214286,,29.24010967,"Compras no site",74.65,2,0.07142857,1,4.12458138,"Valor de conversão da compra no site",307.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Leka - LM TESTE TRAVA DE CPA",existing,archived,ad,1.24535679,2548,0.37087912,,77.48393609,38,30,2.03905095,,30.40970804,"Compras no site",77.48393609,4,0.02631579,1,1.1983129,"Valor de conversão da compra no site",92.85,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS3,"Influ Sabrina - Vm [Teste até 13-03]",prospecting,archived,ad,1.08939264,2547,0.23792697,,102.94,57,52,1.80596491,,40.41617589,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 3","Influ Lari - Jejoom",prospecting,not_delivering,ad,1.16965517,2544,0.19811321,,84.80652659,12,9,7.06721055,,33.33589882,"Compras no site",84.80652659,2,0.08333333,1,2.82761256,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",engaged,inactive,ad,1.22822384,2524,0.38470681,,26.13041203,18,8,1.45168956,,10.35277814,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","Influ Leka - LM TESTE TRAVA DE CPA",existing,archived,ad,1.1889313,2492,0.38362761,,53.79,22,7,2.445,,21.58507223,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2- LARI 13-02-2025","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.71715076,2483,0.22956101,,54.61,36,1,1.51694444,,21.99355618,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Ingrid - Vm",engaged,archived,ad,1.33477089,2476,0.31946688,,62.26,53,48,1.17471698,,25.1453958,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU — Cópia","Lm Perfil Novo",prospecting,not_delivering,ad,1.94649882,2474,0.77485853,,25.72,861,349,0.02987224,,10.39611964,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",engaged,inactive,ad,1.17080153,2454,0.400978,,88.89353329,68,42,1.30725784,,36.2239337,"Compras no site",88.89353329,5,0.01470588,1,1.01177214,"Valor de conversão da compra no site",89.94,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU — Cópia","[EXCLUSÃO BASE] [ADV. +]",engaged,inactive,ad,1.44007051,2451,0.16891065,,64.63774373,40,33,1.61594359,,26.37198846,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR 3","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.4213581,2449,0.00285831,,67.99,22,20,3.09045455,,27.76235198,"Compras no site",33.995,5,0.09090909,2,2.52419473,"Valor de conversão da compra no site",171.62,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","Varias Influs - VM",engaged,not_delivering,ad,1.35535813,2441,0.40188447,,111.15,125,80,0.8892,,45.53461696,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_mais-qual-usar,"LP NOVA",existing,inactive,ad,1.3779661,2439,0.28659287,,88.18,179,96,0.4926257,,36.15416154,"Compras no site",29.39333333,10,0.01675978,3,8.18371513,"Valor de conversão da compra no site",721.64,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU ISA NOGUEIRA  REFAÇÃO 17-05","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.17316017,2439,0.26937269,,99.78,67,43,1.48925373,,40.9102091,"Compras no site",99.78,1,0.01492537,1,1.66686711,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","laranja-moro_mi-ruback_02-07-2025_junto-com-cafe — Cópia — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.3540856,2436,0.23522167,,83.36,88,63,0.94727273,,34.22003284,"Compras no site",83.36,1,0.01136364,1,2.15714971,"Valor de conversão da compra no site",179.82,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","V - LUCIANA MOFU LP OLD","[EXCLUSÃO BASE] [ADV. +]",engaged,active,ad,1.19694732,2431,0.2336487,,73.28339924,56,48,1.30863213,,30.14537196,"Compras no site",10.46905703,5,0.125,7,16.65998047,"Valor de conversão da compra no site",1220.9,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU 19-05 BM JADE + DENA","[EXCLUSÃO BASE] [ADV. +]",existing,active,ad,1.40416908,2425,0.15381443,,30.46767125,54,40,0.56421613,,12.56398815,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD1 — Cópia","LP 2 - TONS",engaged,archived,ad,1.21321321,2424,0,,53.37,20,17,2.6685,,22.01732673,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Raiza - Lm",engaged,not_delivering,ad,1.86511628,2406,0.08561929,,59.76736841,25,15,2.39069474,,24.84096775,"Compras no site",59.76736841,3,0.04,1,1.73137956,"Valor de conversão da compra no site",103.48,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 — Cópia","Influ Evelyn - Vm",engaged,not_delivering,ad,1.11554524,2404,0.36772047,,52.73,41,29,1.28609756,,21.93427621,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",prospecting,active,ad,1.29880694,2395,0.14906054,,72.8402569,31,21,2.34968571,,30.41346843,"Compras no site",72.8402569,3,0.03225806,1,1.49052193,"Valor de conversão da compra no site",108.57,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA TOFU",[RMK],existing,inactive,ad,1.51680406,2392,0.23871237,,60.36139967,70,45,0.86230571,,25.23469886,"Compras no site",15.09034992,9,0.05714286,4,23.16149075,"Valor de conversão da compra no site",1398.06,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK ANA ELISA NIVER 3 — Cópia","[TESTE PB FECHADO ANA ELISA]",engaged,active,ad,1.48662103,2389,0.15236501,,52.44680061,20,18,2.62234003,,21.95345358,"Compras no site",26.22340031,4,0.1,2,4.87903927,"Valor de conversão da compra no site",255.89,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LEMOS MOFU","[EXCLUSÃO BASE] [ADV. +]",existing,inactive,ad,1.25914149,2376,0.23316498,,53.84957723,15,8,3.58997182,,22.66396348,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU — Cópia — Cópia — Cópia","[BM JADE]",engaged,inactive,ad,1.19848485,2373,0.08849558,,36.21,11,7,3.29181818,,15.25916561,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - TACI 2",[RMK],prospecting,active,ad,1.04517272,2360,0.12118644,,26.71,5,2,5.342,,11.31779661,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02 — Cópia","Carrossel - Lm",engaged,inactive,ad,1.47069825,2359,0,,42.08208725,37,22,1.13735371,,17.83895178,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Adeli - Lm",existing,inactive,ad,1.40716418,2357,0.10818838,,41.76,15,1,2.784,,17.71743742,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,inactive,ad,1.28822882,2342,0.38172502,,32.05823695,9,5,3.56202633,,13.68840177,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3- 18-02","Arte Org - Digestino",prospecting,not_delivering,ad,1.16525635,2341,0,,47.24,27,23,1.74962963,,20.17941051,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],prospecting,inactive,ad,1.22041885,2331,0,,24.34,13,9,1.87230769,,10.44187044,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - BOFU 2","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.26467391,2327,0.00042974,,66.30850925,21,14,3.15754806,,28.49527686,"Compras no site",33.15425463,6,0.0952381,2,7.06953007,"Valor de conversão da compra no site",468.77,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],existing,inactive,ad,1.66618911,2326,0,,32.14,19,5,1.69157895,,13.81771281,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - 07/12 — Cópia","Influ Larissa Lemos - Lm",engaged,archived,ad,1.49421594,2325,0.23741935,,49.64,42,34,1.18190476,,21.35053763,,,9,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","LP NOVA",existing,inactive,ad,1.68432511,2321,0,,60.41372365,13,8,4.64720951,,26.02917865,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia","[TESTE PB FECHADO ANA ELISA]",existing,active,ad,1.38682635,2316,0.1619171,,90.78494445,72,40,1.26090201,,39.1990261,"Compras no site",90.78494445,4,0.01388889,1,2.35986265,"Valor de conversão da compra no site",214.24,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD3 - DANI","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.44014963,2310,0,,31.43,20,18,1.5715,,13.60606061,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","LP - ATUAL",existing,archived,ad,1.50032489,2309,0.08142053,,49.13,12,7,4.09416667,,21.27760935,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER 4","[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.46912794,2308,0.00043328,,28.17740384,24,15,1.17405849,,12.20858052,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.30965909,2305,0.33058568,,51.75,27,16,1.91666667,,22.45119306,"Compras no site",51.75,2,0.03703704,1,2.07285024,"Valor de conversão da compra no site",107.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ad,suldes,engaged,not_delivering,ad,1.53841015,2303,0,,61.97,39,23,1.58897436,,26.90838037,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Evelyn Regly - LM",prospecting,not_delivering,ad,1.29909707,2302,0.2141616,,61.58574601,17,15,3.62269094,,26.7531477,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Dani - Vm",prospecting,not_delivering,ad,1.24809989,2299,0.08655937,,19.37,12,8,1.61416667,,8.42540235,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Raiza 2",existing,not_delivering,ad,1.43644333,2294,0.26416739,,59.88,29,18,2.06482759,,26.10287707,"Compras no site",59.88,2,0.03448276,1,1.56830327,"Valor de conversão da compra no site",93.91,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU — Cópia","[RMKT PB FECHADO]",engaged,inactive,ad,1.26228603,2286,0.17410324,,82.67,38,3,2.17552632,,36.16360455,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",engaged,active,ad,1.42446941,2282,0.30762489,,58.80864929,216,181,0.27226227,,25.77066139,"Compras no site",29.40432464,7,0.00925926,2,5.01082755,"Valor de conversão da compra no site",294.68,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR 2","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.19035134,2270,0.00220264,,64.39348376,10,8,6.43934838,,28.36717346,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Vitoria - Vm",existing,not_delivering,ad,1.33018311,2252,0.21136767,,105.75443043,39,24,2.71165206,,46.96022666,"Compras no site",52.87721522,4,0.05128205,2,3.1553288,"Valor de conversão da compra no site",333.69,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - MEIO 13-02-2026","LP NOVA",engaged,not_delivering,ad,1.05735778,2249,0.33259226,,77.64,48,6,1.6175,,34.52200978,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2- Q10","Conj. - Q10",engaged,not_delivering,ad,1.53065395,2247,0,,29.72,24,16,1.23833333,,13.22652425,"Compras no site",29.72,4,0.04166667,1,5.1090175,"Valor de conversão da compra no site",151.84,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_mais-qual-usar,"LP NOVA",engaged,inactive,ad,1.48639681,2240,0.25223214,,102.24,122,77,0.83803279,,45.64285714,"Compras no site",102.24,9,0.00819672,1,1.78794992,"Valor de conversão da compra no site",182.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Vitoria - Lm",existing,inactive,ad,1.55138889,2234,0.21217547,,38.23,46,22,0.83108696,,17.11280215,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia","[TESTE PB FECHADO ANA ELISA]",prospecting,active,ad,1.1143001,2213,0.16538635,,50.31120479,18,13,2.79506693,,22.73438987,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - TOFU","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.13326499,2211,0.1727725,,39.46,21,11,1.87904762,,17.847128,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Marcela Jacaré - Vm",prospecting,archived,ad,1.13807316,2209,0.23449525,,97.13,32,20,3.0353125,,43.97012223,"Compras no site",97.13,2,0.03125,1,1.77473489,"Valor de conversão da compra no site",172.38,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ad - 1","Conj - Melato",existing,not_delivering,ad,1.44429882,2204,0.24364791,,49.14,5,4,9.828,,22.29582577,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU — Cópia — Cópia","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.14882507,2200,0.30318182,,61.25084576,15,13,4.08338972,,27.84129353,"Compras no site",61.25084576,1,0.06666667,1,8.31759943,"Valor de conversão da compra no site",509.46,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT","[COENZIMA] [RMKT]",existing,inactive,ad,1.2374789,2199,0,,56.93,17,11,3.34882353,,25.88904047,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"[BOFU] [ADV+ ABERTO] [ESTATICO]",existing,inactive,ad,1.51386963,2183,0.09482364,,25.42703336,27,11,0.94174198,,11.64774776,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - DANI TOFU — Cópia","teste aquisição ate dia 15  - Lm",engaged,inactive,ad,1.26318841,2179,0.08398348,,43.9,22,19,1.99545455,,20.14685636,"Compras no site",43.9,2,0.04545455,1,3.78861048,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS 1 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,not_delivering,ad,1.17589577,2166,0.31394275,,113.03163988,66,40,1.7126006,,52.18450595,"Compras no site",113.03163988,3,0.01515152,1,3.21635606,"Valor de conversão da compra no site",363.55,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RAIZA MOFU — Cópia","Conj - Vm",engaged,inactive,ad,1.54279601,2163,0.18908923,,106.43059485,48,40,2.21730406,,49.20508315,"Compras no site",106.43059485,7,0.02083333,1,1.86581688,"Valor de conversão da compra no site",198.58,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ORG","Conj - Vm",engaged,inactive,ad,1.79882649,2146,0,,56.18,23,17,2.4426087,,26.17893756,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - DUDA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.65559846,2144,0.36427239,,60.41,205,114,0.29468293,,28.17630597,"Compras no site",60.41,5,0.00487805,1,2.78629366,"Valor de conversão da compra no site",168.32,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","V - EVELYN TOFU LP OLD","[EXCLUSÃO BASE] [ADV. +]",existing,active,ad,1.10880829,2140,0.26588785,,38.88158123,39,1,0.99696362,,18.16896319,"Compras no site",19.44079061,4,0.05128205,2,7.85744793,"Valor de conversão da compra no site",305.51,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - NIVER 2","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,not_delivering,ad,1.4180602,2120,0,,62.4,21,14,2.97142857,,29.43396226,"Compras no site",62.4,5,0.04761905,1,1.43461538,"Valor de conversão da compra no site",89.52,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - 2025","[PUBLICO ENG.] [DR]",existing,archived,ad,1.18004459,2117,0.35569202,,85.46,31,23,2.75677419,,40.36844591,"Compras no site",28.48666667,6,0.09677419,3,11.47168266,"Valor de conversão da compra no site",980.37,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4 - SABRINA","Influ Sabrina 2 - Lm",prospecting,archived,ad,1.21387615,2117,0.16343883,,48.73,19,14,2.56473684,,23.0184223,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Evelyn Regly BM - LM",engaged,inactive,ad,1.78565401,2116,0.13327032,,27.51,18,15,1.52833333,,13.00094518,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - EVELYN",[EVELIN],engaged,inactive,ad,1.17420436,2103,0.15929624,,36.61,12,12,3.05083333,,17.4084641,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.16057586,2096,0.1846374,,144.5,49,34,2.94897959,,68.94083969,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MARCELA TOFU — Cópia","[BM] [MARCELA/PRI]",engaged,inactive,ad,1.43169399,2096,0.19704198,,37.48743325,19,17,1.9730228,,17.88522579,,,0,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN","Influ Evelyn BM -VM",engaged,not_delivering,ad,1.52777778,2090,0.18133971,,35.49263108,49,43,0.72433941,,16.98212013,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ADS - MORGANA 2 24-12 — Cópia","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.36393659,2065,0.24503632,,69.65327976,39,32,1.78598153,,33.73040182,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Adeli - Lm e Vm",existing,not_delivering,ad,1.36327609,2064,0.2005814,,92.96,15,14,6.19733333,,45.03875969,"Compras no site",46.48,4,0.13333333,2,6.85950947,"Valor de conversão da compra no site",637.66,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.22274882,2064,0.22189922,,29.38277013,12,9,2.44856418,,14.23583824,"Compras no site",29.38277013,1,0.08333333,1,11.93965029,"Valor de conversão da compra no site",350.82,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia — Cópia — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,1.12052117,2064,0.12790698,,61.04,10,8,6.104,,29.57364341,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD1 - LARI","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.47916667,2059,0.14618747,,42.68,20,19,2.134,,20.72850898,"Compras no site",21.34,14,0.1,2,18.28350515,"Valor de conversão da compra no site",780.34,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD5,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,inactive,ad,1.58823529,2052,0.11647173,,22.74,25,9,0.9096,,11.08187135,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA","[TESTE PB FECHADO]",existing,active,ad,1.19136523,2042,0.00097943,,48.29,16,10,3.018125,,23.64838394,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Mi Ruback - Lm",engaged,archived,ad,1.28025078,2042,0.31243879,,59.16,19,15,3.11368421,,28.97159647,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - RAIZA VM","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.22905365,2039,0.16380579,,152.22,34,26,4.47705882,,74.65424228,"Compras no site",152.22,4,0.02941176,1,2.35343582,"Valor de conversão da compra no site",358.24,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN","Influ Evelyn BM -VM",existing,not_delivering,ad,1.60094266,2038,0.218842,,38.4228483,46,40,0.83527931,,18.8532131,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - Flexivel","Influ Lari - Jejoom",existing,not_delivering,ad,1.34432718,2038,0.21442591,,50.28,21,18,2.39428571,,24.67124632,"Compras no site",50.28,3,0.04761905,1,3.81543357,"Valor de conversão da compra no site",191.84,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU — Cópia","[RMKT PB FECHADO]",existing,inactive,ad,1.22114804,2021,0.18258288,,87.59,52,1,1.68442308,,43.33993073,"Compras no site",87.59,3,0.01923077,1,2.13620276,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 2 - Jade","Influ Jade",prospecting,archived,ad,1.05706806,2019,0.21842496,,59.14,25,18,2.3656,,29.29172858,"Compras no site",59.14,2,0.04,1,1.7805208,"Valor de conversão da compra no site",105.3,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 2 - Edição Curta","Influ Isa Nogueira - LM TESTE TRAVA DE CPA",engaged,archived,ad,1.32414698,2018,0.17542121,,41.3,31,24,1.33225806,,20.46580773,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Ingrid - Lm",engaged,not_delivering,ad,1.57332293,2017,0.14080317,,20.84,25,17,0.8336,,10.3321765,"Compras no site",20.84,2,0.04,1,3.60604607,"Valor de conversão da compra no site",75.15,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - BOFU 1 — Cópia — Cópia — Cópia","[RMKT PB FECHADO]",existing,active,ad,1.26157697,2016,0,,35.8506452,9,9,3.98340502,,17.78305814,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU ISA NOGUEIRA  REFAÇÃO 17-05","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.20443645,2009,0.2543554,,66.95,40,28,1.67375,,33.32503733,"Compras no site",66.95,2,0.025,1,3.30186706,"Valor de conversão da compra no site",221.06,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - 07/12","Influ Ana Elisa 2",engaged,archived,ad,1.64019851,1983,0.20726172,,61.89,23,19,2.69086957,,31.21028744,"Compras no site",61.89,3,0.04347826,1,1.41977702,"Valor de conversão da compra no site",87.87,2026-01-01,2026-05-25
