"Nome do conjunto de anúncios","Nome da campanha","Nome do anúncio","Segmentos de público","Veiculação do anúncio",Alcance,Impressões,Frequência,"Tipo de resultado",Resultados,"Custo por resultado","Valor usado (BRL)",Início,Término,"CPM (custo por 1.000 impressões)","Cliques no link","CPC (custo por clique no link)","CTR (taxa de cliques no link)","Início dos relatórios","Encerramento dos relatórios"
"teste publico novo - bid","[C] [LM - TESTE] [ABO]","ADS 4",existing,not_delivering,33077,73624,2.22583668,"Compras no site",22,68.76408053,1512.80977173,2026-02-19,Contínuo,20.54778023,393,3.84938873,0.53379333,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","ADS - ESPINHA",existing,inactive,21677,37221,1.7170734,"Compras no site",29,51.79276997,1501.99032926,2025-06-20,Contínuo,40.35330403,886,1.69524868,2.38037667,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","ADS 3",existing,inactive,18920,39851,2.10628964,"Compras no site",20,74.91099592,1498.21991833,2026-01-30,Contínuo,37.59554135,916,1.63561126,2.29856214,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - TOFU",existing,inactive,10652,25685,2.41128427,"Compras no site",28,53.32942534,1493.22390964,2025-06-20,Contínuo,58.13602919,376,3.97134019,1.46388943,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","TESTE VIDEO COMENTARIO",engaged,inactive,26257,62360,2.37498572,"Compras no site",21,70.9982004,1490.96220849,2025-06-20,Contínuo,23.90895139,943,1.581084,1.5121873,2026-01-01,2026-05-25
"[PUBLICO ABERTO] — Cópia","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - RAIZA 3",prospecting,archived,84496,84496,1,,,,1490.52,2026-01-08,Contínuo,17.64012498,595,2.50507563,0.70417535,2026-01-01,2026-05-25
rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,"[C] [TONS] [PB DR]","AD1 - VERAO",engaged,not_delivering,17220,54534,3.16689895,"Compras no site",37,40.12570999,1484.65126971,2025-09-02,Contínuo,27.22432372,549,2.70428282,1.00671141,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - JADE MOFU 3",engaged,inactive,25905,98464,3.80096506,"Compras no site",27,54.762272,1478.58134403,2026-04-17,Contínuo,15.01646636,1267,1.16699396,1.28676471,2026-01-01,2026-05-25
adv-engajado-laranja-mouro-sudeste-sul-centro,"[C][LM - COST CAP WINNERS] [ [CBO]","Criativo Ana Elisa 1 - 12-11-2025 — Cópia",prospecting,not_delivering,48114,86696,1.80188718,"Compras no site",38,38.89844502,1478.14091077,2025-08-27,Contínuo,17.04970138,845,1.74927918,0.97467011,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - NIVER 4",existing,not_delivering,13154,26602,2.02235062,"Compras no site",20,73.3775,1467.55,2025-10-13,Contínuo,55.16690474,567,2.5882716,2.13141869,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","AD - BOFU",engaged,not_delivering,29320,105453,3.59662347,"Compras no site",25,58.19920553,1454.98013833,2026-02-25,Contínuo,13.79742765,1393,1.044494,1.32096763,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RAIZA MOFU",engaged,inactive,13995,31844,2.27538407,"Compras no site",17,85.36544769,1451.21261081,2026-01-20,Contínuo,45.57256032,857,1.69336361,2.69124482,2026-01-01,2026-05-25
"Influ Larissa L. 1 - LM TESTE TRAVA DE CPA","[C] [LM - TESTE] [ABO]",29/12,engaged,archived,31666,86755,2.73968926,"Compras no site",27,53.72091944,1450.46482491,2025-11-27,Contínuo,16.71909198,818,1.77318438,0.94288514,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER 3",engaged,inactive,12668,36333,2.86809283,"Compras no site",17,85.20164028,1448.42788476,2026-04-06,Contínuo,39.86535339,917,1.57952877,2.52387637,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2",engaged,inactive,24850,63260,2.54567404,"Compras no site",32,45.15226406,1444.87245004,2026-01-23,Contínuo,22.8402221,520,2.77860087,0.82200443,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - LARISSA 2",engaged,inactive,30628,58656,1.91511036,"Compras no site",26,55.40808589,1440.61023311,2025-12-10,Contínuo,24.56032176,821,1.75470187,1.39968631,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER",existing,inactive,14443,37944,2.62715502,"Compras no site",25,57.59480202,1439.87005061,2026-04-06,Contínuo,37.94723937,765,1.88218307,2.01612903,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - NURR 2",existing,inactive,10781,21462,1.99072442,"Compras no site",16,89.93277954,1438.92447271,2026-01-30,Contínuo,67.04521819,420,3.42601065,1.95694716,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD2 - ORGANICO",engaged,inactive,27403,58611,2.13885341,"Compras no site",21,68.43090408,1437.04898569,2025-10-13,Contínuo,24.5184178,1061,1.35442883,1.8102404,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - 4",existing,inactive,22893,53308,2.32857205,"Compras no site",27,53.21290441,1436.74841906,2026-03-17,Contínuo,26.95183498,678,2.11909796,1.27185413,2026-01-01,2026-05-25
"teste publico novo - bid","[C] [LM - TESTE] [ABO]","ADS 3",existing,not_delivering,31908,63736,1.99749279,"Compras no site",21,68.17168876,1431.60546389,2026-02-19,Contínuo,22.46148902,781,1.83304157,1.22536714,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - LUCIANA MOFU",prospecting,inactive,72748,96373,1.3247512,"Compras no site",26,55.02014742,1430.52383289,2026-04-17,Contínuo,14.84361629,1157,1.23640781,1.20054372,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","ADS 3 — Cópia",existing,not_delivering,30139,46039,1.52755566,"Compras no site",10,142.92854473,1429.28544729,2025-10-13,Contínuo,31.04510192,749,1.90825827,1.62688156,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - RAIZA 1",engaged,inactive,23226,43948,1.89218979,"Compras no site",16,89.13220202,1426.11523232,2025-12-10,Contínuo,32.4500599,918,1.55350243,2.08883226,2026-01-01,2026-05-25
adv-aqui-rmtk_coezima-q10_engajado-existente_5-existentes_max-conv_26-05-2025,"[C] [COQ.10][PRINCIPAL]","VDS05 DANI",engaged,inactive,19482,36245,1.86043527,"Compras no site",6,237.43693752,1424.62162513,2025-01-20,Contínuo,39.30532832,461,3.09028552,1.27189957,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]",AD4,prospecting,inactive,140985,233739,1.65789978,"Compras no site",18,78.84585714,1419.22542847,2026-02-25,Contínuo,6.07183837,605,2.34582715,0.25883571,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD3,existing,not_delivering,40981,142973,3.48876309,"Compras no site",33,42.89083535,1415.39756667,2026-03-16,Contínuo,9.89975427,534,2.65055724,0.37349709,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ISA 2",prospecting,inactive,42984,54560,1.26930951,"Compras no site",14,101.05177114,1414.72479602,2026-01-23,Contínuo,25.92970667,447,3.16493243,0.81928152,2026-01-01,2026-05-25
"[Publico Quente] [TESTE]","[C] [DIGESTINO] [PRINCIPAL]","AD1 - 07/01",prospecting,inactive,33384,69899,2.09378744,"Compras no site",24,58.83950755,1412.14818131,2025-12-24,Contínuo,20.20269505,531,2.65941277,0.75966752,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - ORGANICO LM 2",prospecting,inactive,203038,300828,1.48163398,"Compras no site",23,61.15884594,1406.6534567,2025-12-10,Contínuo,4.67593926,781,1.80109277,0.25961679,2026-01-01,2026-05-25
"[PUBLICO LARISSA]","[C] [JEJOOM] [CBO]","ADS - LARISSA 1 24-12",engaged,archived,18368,63600,3.46254355,"Compras no site",26,54.02895298,1404.7527774,2025-10-13,Contínuo,22.08730782,991,1.41751037,1.5581761,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05",prospecting,inactive,116134,168531,1.45117709,"Compras no site",14,100.19086402,1402.67209629,2026-03-12,Contínuo,8.32293226,1198,1.17084482,0.71084845,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","AD - MES DO CLIENTE",prospecting,inactive,50232,98646,1.96380793,"Compras no site",17,82.3709352,1400.30589835,2026-03-16,Contínuo,14.19526284,551,2.54139002,0.55856294,2026-01-01,2026-05-25
"[PUBLICO LARISSA]","[C] [JEJOOM] [CBO]","ADS - LARISSA 07/01",existing,archived,12838,39442,3.0722854,"Compras no site",21,66.2309069,1390.84904497,2025-10-13,Contínuo,35.26314703,497,2.79848902,1.26007809,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]","AD3 - MOFU",existing,inactive,12351,44528,3.60521415,"Compras no site",27,51.48302559,1390.04169102,2025-12-10,Contínuo,31.21724962,1523,0.91269973,3.4203198,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD3 — Cópia",engaged,inactive,22568,55823,2.47354661,"Compras no site",16,86.47323501,1383.57176021,2025-10-13,Contínuo,24.78497681,570,2.42731888,1.0210845,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 3",engaged,inactive,22029,52844,2.3988379,"Compras no site",16,86.37638484,1382.02215746,2026-01-23,Contínuo,26.15286802,642,2.15268249,1.21489668,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - ORG 2 TOFU",existing,inactive,29134,57392,1.96993204,"Compras no site",17,81.11000567,1378.87009635,2026-01-30,Contínuo,24.02547561,547,2.52078628,0.95309451,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - RMKT",prospecting,active,38833,121211,3.1213401,"Compras no site",17,80.74105883,1372.59800006,2026-04-17,Contínuo,11.32403825,1151,1.1925265,0.94958378,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","ADS 1 - NOVO",prospecting,not_delivering,79296,98394,1.24084443,"Compras no site",11,124.65585971,1371.21445681,2026-02-04,Contínuo,13.93595602,471,2.91128335,0.47868772,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - TOFU",engaged,inactive,14931,29693,1.98868127,"Compras no site",22,62.17184295,1367.7805449,2025-06-20,Contínuo,46.06407385,522,2.62026924,1.7579901,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]",AD10,prospecting,not_delivering,50337,61860,1.2289171,"Compras no site",21,64.96646706,1364.29580832,2025-12-10,Contínuo,22.05457175,438,3.11483061,0.70805044,2026-01-01,2026-05-25
"Arte - Organica Lm","[C] [LM - TESTE] [ABO]",AD2,existing,not_delivering,24919,124912,5.01272122,"Compras no site",39,34.98166385,1364.28489034,2026-01-26,Contínuo,10.92196819,500,2.72856978,0.4002818,2026-01-01,2026-05-25
"Influ Evelyn - Vm","[C] [LM - TESTE] [ABO]","ADS 4",existing,not_delivering,23056,43304,1.87820958,"Compras no site",23,59.28002451,1363.44056383,2026-01-29,Contínuo,31.48532616,973,1.40127499,2.2469056,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - LIS TOFU",prospecting,inactive,20160,28294,1.40347222,"Compras no site",11,123.78359086,1361.61949943,2026-01-30,Contínuo,48.12396619,600,2.26936583,2.12059094,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - LARISSA TOFU",engaged,active,23507,65250,2.77576892,"Compras no site",16,84.93517373,1358.96277964,2025-10-13,Contínuo,20.82701578,1289,1.05427679,1.97547893,2026-01-01,2026-05-25
[EVELIN],"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD- MOFU",existing,inactive,30806,60065,1.94978251,"Compras no site",15,90.54187526,1358.12812896,2026-03-31,Contínuo,22.61097359,883,1.53808395,1.47007409,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - SHOOTING MOFU",engaged,active,16727,39858,2.38285407,"Compras no site",22,61.49802455,1352.95654,2025-06-20,Contínuo,33.94441618,1154,1.17240601,2.89527824,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","AD - MES DO CLIENTE",existing,inactive,20728,68545,3.30687958,"Compras no site",17,79.4080027,1349.93604589,2026-03-16,Contínuo,19.69415779,494,2.73266406,0.72069443,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - LEKA",prospecting,inactive,38666,50357,1.30235866,"Compras no site",14,96.32928571,1348.61,2025-12-10,Contínuo,26.78098378,313,4.30865815,0.62156205,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - TOFU 3",prospecting,not_delivering,24388,30650,1.25676562,"Compras no site",14,96.23685788,1347.31601036,2026-04-06,Contínuo,43.95810801,923,1.45971399,3.01141925,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]","AD - NIVER 1",prospecting,inactive,169398,242310,1.4304183,"Compras no site",11,122.080877,1342.88964702,2026-03-20,Contínuo,5.54203148,791,1.69771131,0.32644134,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - JADE MOFU 2",prospecting,inactive,52106,92668,1.77845162,"Compras no site",22,60.81092945,1337.84044781,2026-04-17,Contínuo,14.43691941,583,2.29475205,0.62912764,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","AD4 - RAIZA",prospecting,inactive,32230,51278,1.59100217,"Compras no site",14,95.55737356,1337.80322988,2025-12-10,Contínuo,26.08922403,247,5.41620741,0.48168805,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - MORGANA TOFU",prospecting,active,75485,190923,2.52928396,"Compras no site",15,89.04534122,1335.68011832,2026-04-17,Contínuo,6.99590997,3292,0.40573515,1.72425533,2026-01-01,2026-05-25
"Influ Nutri- Lm","[C] [LM - TESTE] [ABO]","ADS 1",existing,not_delivering,26579,96248,3.62120471,"Compras no site",25,53.0863898,1327.15974491,2026-02-24,Contínuo,13.7889592,1427,0.93003486,1.48262821,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia",engaged,not_delivering,26607,60958,2.29105123,"Compras no site",21,62.84975853,1319.84492918,2026-04-17,Contínuo,21.65170985,1294,1.0199729,2.12277306,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - EVELYN",prospecting,inactive,38865,56005,1.44101377,"Compras no site",11,119.88363636,1318.72,2025-12-10,Contínuo,23.54646907,349,3.77856734,0.62315865,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - BOFU — Cópia — Cópia",engaged,active,20077,44433,2.21312945,"Compras no site",14,93.36120018,1307.05680255,2025-10-13,Contínuo,29.41635277,509,2.56789156,1.14554498,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - EVELYN TOFU",prospecting,inactive,86759,93247,1.07478187,"Compras no site",5,261.37937408,1306.89687041,2026-03-17,Contínuo,14.01543074,1048,1.247039,1.12389675,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ISA MOFU LP DANI",existing,inactive,29063,44907,1.54516051,"Compras no site",15,87.06896948,1306.0345422,2026-01-23,Contínuo,29.08309489,598,2.18400425,1.33164095,2026-01-01,2026-05-25
"[BM] [ANA ELISA]","[C] [LM - TESTE] [ABO]","AD - RMK NIVER",existing,inactive,23204,79767,3.43764006,"Compras no site",26,49.75717339,1293.68650824,2025-10-01,Contínuo,16.2183172,570,2.26962545,0.71458122,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","[ADS] - [TOPO 2] [27-02]",prospecting,inactive,37792,57676,1.5261431,"Compras no site",10,128.12926568,1281.29265685,2026-01-23,Contínuo,22.21535226,429,2.98669617,0.74381025,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU — Cópia",existing,active,19214,30872,1.60674508,"Compras no site",19,66.95809124,1272.2037336,2026-01-20,Contínuo,41.20898334,846,1.50378692,2.74034724,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - LIS TOFU",existing,inactive,13372,23889,1.78649417,"Compras no site",23,54.98311619,1264.61167243,2026-01-30,Contínuo,52.93698658,360,3.5128102,1.50696974,2026-01-01,2026-05-25
adv-aqui-rmtk_coezima-q10_engajado-existente_5-existentes_max-conv_26-05-2025,"[C] [COQ.10][PRINCIPAL]","ADS1 - ORGANICO",prospecting,inactive,26682,55671,2.08646278,"Compras no site",11,114.94363636,1264.38,2025-01-20,Contínuo,22.7116452,499,2.53382766,0.89633741,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - NURR 2",prospecting,inactive,12026,18975,1.57783137,"Compras no site",12,105.2119937,1262.54392445,2026-01-30,Contínuo,66.53722922,310,4.07272234,1.63372859,2026-01-01,2026-05-25
"[Publico Quente] [TESTE]","[C] [DIGESTINO] [PRINCIPAL]","[Criativo 2 Digestino]",engaged,not_delivering,20851,62008,2.97386216,"Compras no site",20,62.96480581,1259.29611622,2025-12-24,Contínuo,20.30860722,873,1.44249269,1.40788285,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD2,engaged,not_delivering,36244,103193,2.8471747,"Compras no site",13,95.57086777,1242.42128103,2026-03-16,Contínuo,12.03978255,938,1.32454294,0.90897638,2026-01-01,2026-05-25
EVELIN,"[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU",prospecting,inactive,42803,54195,1.26614957,"Compras no site",17,73.07008551,1242.19145375,2026-05-18,Contínuo,22.92077597,757,1.64093983,1.39680782,2026-01-01,2026-05-25
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS DANI",existing,not_delivering,18313,93089,5.08321957,"Compras no site",20,61.94228199,1238.84563971,2026-02-20,Contínuo,13.30818507,472,2.62467297,0.50704165,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2",existing,inactive,17585,59249,3.36929201,"Compras no site",30,41.27516532,1238.2549597,2026-01-23,Contínuo,20.89917061,469,2.64020247,0.79157454,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 1 — Cópia",engaged,inactive,9701,20474,2.11050407,"Compras no site",23,53.73230063,1235.84291443,2026-01-20,Contínuo,60.36157636,885,1.39643267,4.32255544,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - ORGANICO LM 2",prospecting,inactive,125503,154905,1.23427328,"Compras no site",13,94.89076923,1233.58,2025-12-10,Contínuo,7.96346148,636,1.93959119,0.41057422,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 3",existing,inactive,17472,45687,2.61486951,"Compras no site",36,34.17644224,1230.35192069,2026-01-23,Contínuo,26.93002212,507,2.42672963,1.10972487,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD12 - PAULA",prospecting,inactive,21698,30246,1.39395336,"Compras no site",8,153.27295362,1226.18362892,2026-01-20,Contínuo,40.54035671,503,2.43774081,1.66302982,2026-01-01,2026-05-25
"LP - ATUAL","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - RAIZA 3",engaged,archived,20704,55066,2.65967929,"Compras no site",33,37.06684362,1223.20583951,2026-01-19,Contínuo,22.21345003,606,2.01849148,1.10049758,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia — Cópia",existing,inactive,29939,45897,1.53301713,"Compras no site",18,67.76272084,1219.72897512,2026-01-23,Contínuo,26.57535297,632,1.92995091,1.37699632,2026-01-01,2026-05-25
"LP - ATUAL","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Rmkt Dani 2 — Cópia",existing,archived,13823,40880,2.95738986,"Compras no site",25,48.61616603,1215.40415087,2026-01-19,Contínuo,29.7310213,356,3.4140566,0.87084149,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - INGRID 1",existing,inactive,18177,32475,1.78659845,"Compras no site",22,55.13397361,1212.94741943,2025-10-13,Contínuo,37.35018997,580,2.09128865,1.78598922,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","ADS 2",engaged,not_delivering,22431,86690,3.86474076,"Compras no site",20,60.53201563,1210.64031257,2026-02-04,Contínuo,13.96516683,683,1.7725334,0.78786481,2026-01-01,2026-05-25
"Arte - Organica Tons ###","[C] [LM - TESTE] [ABO]",AD3,prospecting,inactive,29251,60916,2.08252709,"Compras no site",11,109.86922123,1208.56143354,2026-01-26,Contínuo,19.8398029,381,3.17207725,0.62545144,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD2,existing,not_delivering,43048,123041,2.85822802,"Compras no site",24,50.35534281,1208.52822743,2026-03-16,Contínuo,9.82215869,511,2.36502589,0.41530872,2026-01-01,2026-05-25
rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,"[C] [TONS] [PB DR]",tons2_rmkt_20-10-2025-pagdenavita,prospecting,not_delivering,24339,55879,2.29586261,"Compras no site",17,70.96319258,1206.37427392,2025-09-02,Contínuo,21.58904551,435,2.77327419,0.77846776,2026-01-01,2026-05-25
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS DANI",prospecting,not_delivering,58777,147560,2.51050581,"Compras no site",5,240.9631519,1204.81575948,2026-02-20,Contínuo,8.16492111,308,3.91173948,0.20872865,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]",tons_sabrina_video-reels_23-09-2025,prospecting,archived,30286,41574,1.37271346,"Compras no site",17,70.65358842,1201.11100321,2025-06-20,Contínuo,28.89091748,434,2.76753687,1.04392168,2026-01-01,2026-05-25
"teste publico novo - bid","[C] [LM - TESTE] [ABO]","ADS 4",prospecting,not_delivering,53548,65848,1.22970046,"Compras no site",41,29.24707415,1199.13003995,2026-02-19,Contínuo,18.21057648,657,1.82515988,0.9977524,2026-01-01,2026-05-25
"[DIGESTINO] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","[Criativo 2 Digestino] — Cópia",existing,not_delivering,37768,108153,2.8636147,"Compras no site",11,108.92318442,1198.15502864,2026-05-10,Contínuo,11.07833374,698,1.71655448,0.64538201,2026-01-01,2026-05-25
"[BM] [ANA ELISA]","[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA",prospecting,not_delivering,47490,95305,2.00684355,"Compras no site",14,85.52876508,1197.40271108,2025-10-01,Contínuo,12.56390232,553,2.16528519,0.58024238,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia",prospecting,inactive,128357,183725,1.43135941,"Compras no site",3,398.14666471,1194.43999414,2026-04-17,Contínuo,6.50123823,632,1.8899367,0.34399238,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","tons 3 - 25-11",existing,inactive,20874,27956,1.33927374,"Compras no site",25,47.74862443,1193.7156107,2025-06-20,Contínuo,42.69980007,516,2.31340235,1.84575762,2026-01-01,2026-05-25
"Influ Mi Ruback - Vm","[C] [LM - TESTE] [ABO]",AD3,existing,archived,10236,21160,2.06721376,"Compras no site",21,56.7841421,1192.46698414,2026-01-22,Contínuo,56.35477241,502,2.37543224,2.37240076,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]","tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae — Cópia",engaged,not_delivering,20667,35260,1.70610151,"Compras no site",15,79.49772802,1192.46592023,2025-12-10,Contínuo,33.81922633,786,1.51713221,2.22915485,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - SABRINA",prospecting,inactive,23986,31321,1.30580339,"Compras no site",11,108.24336602,1190.67702619,2026-01-23,Contínuo,38.01529409,290,4.10578285,0.92589636,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - RAIZA 4",prospecting,inactive,56493,71922,1.27311348,"Compras no site",13,91.42230769,1188.49,2025-12-10,Contínuo,16.52470732,557,2.13373429,0.7744501,2026-01-01,2026-05-25
"LP - ATUAL","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - RAIZA 3",existing,archived,15007,50051,3.33517692,"Compras no site",33,35.99624995,1187.87624851,2026-01-19,Contínuo,23.73331699,418,2.84180921,0.83514815,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]",AD1,engaged,inactive,15278,38341,2.50955622,"Compras no site",20,59.32572216,1186.51444318,2026-01-20,Contínuo,30.94636142,504,2.35419532,1.3145197,2026-01-01,2026-05-25
