"Nome do conjunto de anúncios","Nome da campanha","Nome do anúncio","Segmentos de público","Veiculação do anúncio",Alcance,Impressões,Frequência,"Tipo de resultado",Resultados,"Custo por resultado","Valor usado (BRL)",Início,Término,"CPM (custo por 1.000 impressões)","Cliques no link","CPC (custo por clique no link)","CTR (taxa de cliques no link)","Início dos relatórios","Encerramento dos relatórios"
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 2 - 18-02",prospecting,archived,250,275,1.1,,,,8.01,2026-03-16,Contínuo,29.12727273,,,,2026-01-01,2026-05-25
"Influ Duda - Lm","[C] [LM - TESTE] [ABO]","ADS 3 - Duda",engaged,archived,331,563,1.70090634,,,,8,2026-02-09,Contínuo,14.20959147,6,1.33333333,1.06571936,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 4 — Cópia",existing,inactive,134,145,1.08208955,,,,8,2026-01-20,Contínuo,55.17241379,7,1.14285714,4.82758621,2026-01-01,2026-05-25
"[MOFU] [TIK TOK] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD -2",engaged,not_delivering,125,152,1.216,,,,7.97,2026-05-17,Contínuo,52.43421053,9,0.88555556,5.92105263,2026-01-01,2026-05-25
"[TESTE PB FECHADO JADE]","[C] [LM - TESTE] [ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia",existing,active,370,440,1.18918919,,,,7.952956,2026-05-23,Contínuo,18.07490001,2,3.976478,0.45454545,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - 9",prospecting,not_delivering,875,1028,1.17485714,,,,7.93,2026-03-12,Contínuo,7.71400778,4,1.9825,0.38910506,2026-01-01,2026-05-25
EVELIN,"[C] [LM - TESTE] [ABO]","AD - EVELYN",existing,active,266,289,1.08646617,,,,7.90504977,2026-05-18,Contínuo,27.3531134,2,3.95252489,0.69204152,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","AD - EVELYN NIVER",engaged,not_delivering,292,324,1.10958904,,,,7.89,2026-02-04,Contínuo,24.35185185,4,1.9725,1.2345679,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE",existing,archived,260,312,1.2,,,,7.89,2026-03-16,Contínuo,25.28846154,2,3.945,0.64102564,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - 3",engaged,not_delivering,760,946,1.24473684,,,,7.82,2026-03-12,Contínuo,8.26638478,14,0.55857143,1.47991543,2026-01-01,2026-05-25
EVELIN,"[C] [LM - TESTE] [ABO]","AD - EVELYN",engaged,active,254,279,1.0984252,,,,7.81453394,2026-05-18,Contínuo,28.00908221,6,1.30242232,2.15053763,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]",tons_dr-ursinho-melasma2-13-10-2025,prospecting,archived,237,271,1.14345992,,,,7.8,2026-03-16,Contínuo,28.78228782,4,1.95,1.47601476,2026-01-01,2026-05-25
"[TESTE PB FECHADO]","[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU",prospecting,active,300,312,1.04,,,,7.79,2026-05-22,Contínuo,24.96794872,2,3.895,0.64102564,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia",prospecting,inactive,334,368,1.10179641,,,,7.77,2026-01-23,Contínuo,21.11413043,3,2.59,0.81521739,2026-01-01,2026-05-25
"[PUBLICO LARISSA]","[C] [JEJOOM] [CBO]","AD1 - ORGANICO — Cópia",prospecting,archived,255,269,1.05490196,,,,7.76,2025-10-13,Contínuo,28.84758364,4,1.94,1.48698885,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LUCIANA MOFU",prospecting,inactive,443,521,1.17607223,,,,7.74,2026-03-17,Contínuo,14.85604607,6,1.29,1.15163148,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]",AD3,engaged,inactive,512,613,1.19726562,,,,7.74,2026-01-20,Contínuo,12.62642741,8,0.9675,1.3050571,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI",unknown,active,87,88,1.01149425,"Compras no site",1,7.71944561,7.71944561,2025-10-13,Contínuo,87.72097289,,,,2026-01-01,2026-05-25
adv-aqui-rmkt_laranja-moro_engajado-existente_5-existente_max-conv_26-05-2025,"[C][LM - PRINCIPAL] [ADV. EXCLUSÃO DE CLIENTES]",Criativo-Campeão-7-topo,engaged,not_delivering,97,107,1.10309278,,,,7.7,2024-09-17,Contínuo,71.96261682,,,,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - BOFU — Cópia",prospecting,not_delivering,276,289,1.04710145,,,,7.68,2026-04-06,Contínuo,26.57439446,5,1.536,1.73010381,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MANOELI — Cópia",existing,inactive,115,149,1.29565217,,,,7.66,2026-01-20,Contínuo,51.40939597,20,0.383,13.42281879,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","AD1 - VERAO — Cópia",engaged,archived,354,557,1.57344633,,,,7.58,2026-03-16,Contínuo,13.60861759,5,1.516,0.89766607,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia",prospecting,inactive,346,378,1.09248555,,,,7.57,2026-01-23,Contínuo,20.02645503,2,3.785,0.52910053,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS - ASIATICA — Cópia | Pausado ROAS baixo",existing,archived,295,315,1.06779661,,,,7.55,2026-03-16,Contínuo,23.96825397,7,1.07857143,2.22222222,2026-01-01,2026-05-25
"teste aquisição ate dia 15  - Lm","[C] [LM - TESTE] [ABO]","ADS - INFLU ANA ELISA 3",engaged,inactive,340,458,1.34705882,,,,7.55,2026-02-04,Contínuo,16.48471616,11,0.68636364,2.40174672,2026-01-01,2026-05-25
"Arte Organica - VM","[C] [LM - TESTE] [ABO]","ADS2 - VM",existing,not_delivering,201,206,1.02487562,,,,7.51,2026-02-20,Contínuo,36.45631068,2,3.755,0.97087379,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE","AD - 1 — Cópia",engaged,not_delivering,760,885,1.16447368,,,,7.46,2026-03-16,Contínuo,8.42937853,14,0.53285714,1.5819209,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE — Cópia",existing,archived,243,275,1.13168724,,,,7.43,2026-03-16,Contínuo,27.01818182,4,1.8575,1.45454545,2026-01-01,2026-05-25
"[TESTE PB FECHADO JADE]","[C] [LM - TESTE] [ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia — Cópia",engaged,active,305,381,1.24918033,,,,7.40321865,2026-05-23,Contínuo,19.43102007,17,0.43548345,4.46194226,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","tons 1 - 25-11",prospecting,archived,258,274,1.0620155,,,,7.38,2026-03-16,Contínuo,26.93430657,4,1.845,1.45985401,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS - ASIATICA — Cópia | Pausado sem checkout e sem conversões",engaged,archived,256,286,1.1171875,,,,7.29,2026-03-16,Contínuo,25.48951049,6,1.215,2.0979021,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - TACI 2",engaged,active,176,224,1.27272727,,,,7.27,2026-04-17,Contínuo,32.45535714,19,0.38263158,8.48214286,2026-01-01,2026-05-25
"[TESTE PB FECHADO]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",engaged,active,223,251,1.12556054,,,,7.24,2026-05-22,Contínuo,28.84462151,1,7.24,0.39840637,2026-01-01,2026-05-25
"[TESTE PB FECHADO JADE]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia",prospecting,active,711,839,1.18002813,,,,7.20160383,2026-05-23,Contínuo,8.58355641,5,1.44032077,0.59594756,2026-01-01,2026-05-25
"teste aquisição ate dia 15  - Lm","[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia",existing,not_delivering,294,347,1.18027211,,,,7.2,2026-02-04,Contínuo,20.74927954,7,1.02857143,2.01729107,2026-01-01,2026-05-25
"Influ Raiza - VM","[C] [LM - TESTE] [ABO]","ADS 1",existing,not_delivering,256,337,1.31640625,"Compras no site",1,7.18,7.18,2026-02-19,Contínuo,21.30563798,3,2.39333333,0.89020772,2026-01-01,2026-05-25
"Influ Lari - Jejoom","[C] [LM - TESTE] [ABO]",AD5,engaged,not_delivering,262,332,1.26717557,,,,7.15,2026-02-12,Contínuo,21.53614458,8,0.89375,2.40963855,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","tons4_rmkt_20-10-2025 — Cópia",existing,archived,471,587,1.2462845,,,,7.14,2026-03-16,Contínuo,12.16354344,2,3.57,0.3407155,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ALESSANDRA TOFU",prospecting,inactive,344,357,1.0377907,,,,7.12,2026-01-23,Contínuo,19.94397759,2,3.56,0.56022409,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - 3",prospecting,not_delivering,702,892,1.27065527,,,,7.09,2026-03-12,Contínuo,7.94843049,8,0.88625,0.89686099,2026-01-01,2026-05-25
"[MOFU] [TIK TOK] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05",engaged,inactive,146,162,1.10958904,,,,7.08,2026-05-17,Contínuo,43.7037037,2,3.54,1.2345679,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","AD1 - VERAO — Cópia",existing,archived,167,197,1.17964072,,,,7.03,2026-03-16,Contínuo,35.68527919,1,7.03,0.50761421,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU",unknown,inactive,143,147,1.02797203,,,,7.01967712,2026-01-23,Contínuo,47.75290558,1,7.01967712,0.68027211,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","AD - LUCIANA TOFU — Cópia",engaged,not_delivering,414,448,1.0821256,,,,7,2025-12-10,Contínuo,15.625,3,2.33333333,0.66964286,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","ARTE 1 20-10-2025 DENAVITA",engaged,inactive,229,278,1.2139738,,,,6.99,2025-10-13,Contínuo,25.14388489,2,3.495,0.71942446,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - MOFU 9",engaged,not_delivering,97,116,1.19587629,,,,6.98,2026-04-06,Contínuo,60.17241379,4,1.745,3.44827586,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - MOFU 3",engaged,not_delivering,158,215,1.36075949,,,,6.98,2026-04-06,Contínuo,32.46511628,29,0.24068966,13.48837209,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN NVIER",prospecting,not_delivering,171,207,1.21052632,,,,6.98,2025-10-13,Contínuo,33.71980676,,,,2026-01-01,2026-05-25
"ABER. — Cópia | Pausado checkout caro","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE — Cópia",engaged,archived,113,123,1.08849558,,,,6.94224266,2026-03-16,Contínuo,56.44099723,2,3.47112133,1.62601626,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - BOFU — Cópia",existing,not_delivering,163,177,1.08588957,,,,6.9,2026-04-06,Contínuo,38.98305085,2,3.45,1.1299435,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE",existing,archived,449,628,1.3986637,,,,6.9,2026-03-16,Contínuo,10.98726115,1,6.9,0.15923567,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 4 — Cópia",prospecting,inactive,142,151,1.06338028,,,,6.77,2026-01-20,Contínuo,44.83443709,4,1.6925,2.64900662,2026-01-01,2026-05-25
"Influ Mi Ruback - Lm","[C] [LM - TESTE] [ABO]",ADS0,engaged,archived,310,464,1.49677419,,,,6.75,2026-01-23,Contínuo,14.54741379,3,2.25,0.64655172,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]","AD - NIVER 3",prospecting,inactive,1085,1313,1.21013825,,,,6.74,2026-03-20,Contínuo,5.13328256,8,0.8425,0.6092917,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - TOFU LARISSA — Cópia",existing,inactive,160,169,1.05625,"Compras no site",1,6.71,6.71,2025-10-13,Contínuo,39.70414201,5,1.342,2.95857988,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD3 — Cópia",engaged,inactive,40,46,1.15,,,,6.67,2026-01-20,Contínuo,145,3,2.22333333,6.52173913,2026-01-01,2026-05-25
"[PUBLICO LARISSA]","[C] [JEJOOM] [CBO]","AD2 - ORGANICO — Cópia",prospecting,archived,303,316,1.04290429,,,,6.65,2025-10-13,Contínuo,21.0443038,7,0.95,2.21518987,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - LARI",prospecting,inactive,250,292,1.168,,,,6.65,2025-10-13,Contínuo,22.7739726,3,2.21666667,1.02739726,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD -1",prospecting,not_delivering,581,639,1.09982788,,,,6.62,2026-03-12,Contínuo,10.3599374,4,1.655,0.62597809,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 — Cópia",engaged,inactive,106,119,1.12264151,,,,6.62,2026-01-20,Contínuo,55.6302521,1,6.62,0.84033613,2026-01-01,2026-05-25
"[DAI - DUDA - ANA]","[C] [LM - TESTE] [ABO]","AD - ANA PAULA",existing,active,99,106,1.07070707,,,,6.6,2026-05-21,Contínuo,62.26415094,1,6.6,0.94339623,2026-01-01,2026-05-25
EVELIN,"[C] [LM - TESTE] [ABO]","ADS  - EVELYN VM",prospecting,inactive,263,295,1.121673,,,,6.6,2026-05-18,Contínuo,22.37288136,3,2.2,1.01694915,2026-01-01,2026-05-25
"Influ Evelyn - Vm 2","[C] [LM - TESTE] [ABO]","ADS 2",existing,inactive,239,304,1.27196653,,,,6.59,2026-02-02,Contínuo,21.67763158,3,2.19666667,0.98684211,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - LARISSA — Cópia — Cópia",prospecting,inactive,791,811,1.02528445,,,,6.55,2025-12-10,Contínuo,8.07644883,6,1.09166667,0.73982737,2026-01-01,2026-05-25
"Influ Lari - Jejoom","[C] [LM - TESTE] [ABO]",AD2,prospecting,not_delivering,250,293,1.172,,,,6.53,2026-02-12,Contínuo,22.28668942,4,1.6325,1.36518771,2026-01-01,2026-05-25
"LP - TOPO LM","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2",engaged,archived,232,307,1.32327586,,,,6.51,2026-02-06,Contínuo,21.20521173,3,2.17,0.9771987,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD -2",engaged,not_delivering,371,427,1.1509434,,,,6.51,2026-03-12,Contínuo,15.24590164,1,6.51,0.23419204,2026-01-01,2026-05-25
"Influ Sabrina - Vm [Teste até 13-03]","[C] [LM - TESTE] [ABO]",ADS6,existing,archived,58,63,1.0862069,,,,6.47,2026-02-05,Contínuo,102.6984127,1,6.47,1.58730159,2026-01-01,2026-05-25
"Influ Morgana - Jejoom","[C] [LM - TESTE] [ABO]",ADS4,engaged,inactive,108,128,1.18518519,,,,6.47,2026-03-02,Contínuo,50.546875,4,1.6175,3.125,2026-01-01,2026-05-25
"Varias Influs - VM","[C] [LM - TESTE] [ABO]","ADS 2",engaged,inactive,193,220,1.13989637,"Compras no site",1,6.47,6.47,2026-02-19,Contínuo,29.40909091,8,0.80875,3.63636364,2026-01-01,2026-05-25
"Influ Dani Arte - Lm","[C] [LM - TESTE] [ABO]",AD3,engaged,not_delivering,337,443,1.31454006,,,,6.47,2026-02-12,Contínuo,14.60496614,4,1.6175,0.90293454,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - ORG TOFU",unknown,inactive,29,34,1.17241379,,,,6.46008104,2026-01-20,Contínuo,190.00238363,1,6.46008104,2.94117647,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE — Cópia",engaged,archived,155,174,1.12258065,,,,6.46,2026-03-16,Contínuo,37.12643678,2,3.23,1.14942529,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 3 - MES DO CLIENTE",engaged,archived,171,208,1.21637427,,,,6.45,2026-03-16,Contínuo,31.00961538,1,6.45,0.48076923,2026-01-01,2026-05-25
"Influ Raiza 2","[C] [LM - TESTE] [ABO]","ADS 3",engaged,not_delivering,250,317,1.268,,,,6.43,2026-01-29,Contínuo,20.28391167,1,6.43,0.31545741,2026-01-01,2026-05-25
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS3- Q10",existing,not_delivering,206,231,1.12135922,,,,6.39,2026-02-20,Contínuo,27.66233766,3,2.13,1.2987013,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - DANI TOFU — Cópia",existing,inactive,140,145,1.03571429,,,,6.38,2025-10-13,Contínuo,44,3,2.12666667,2.06896552,2026-01-01,2026-05-25
"[COENZIMA] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS DANI",prospecting,inactive,446,471,1.05605381,,,,6.38,2026-05-10,Contínuo,13.54564756,1,6.38,0.21231423,2026-01-01,2026-05-25
Jejoom,"[C] [LM - TESTE] [ABO]","ADS1 - 18-02",prospecting,not_delivering,154,163,1.05844156,"Compras no site",1,6.38,6.38,2026-02-20,Contínuo,39.14110429,4,1.595,2.45398773,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - MI RUBACK MOFU — Cópia",engaged,not_delivering,149,186,1.24832215,,,,6.36851757,2026-01-30,Contínuo,34.23934178,7,0.90978822,3.76344086,2026-01-01,2026-05-25
"Arte Organica - Q10","[C] [LM - TESTE] [ABO]","ADS1 - Q10",prospecting,not_delivering,173,193,1.11560694,,,,6.35,2026-02-18,Contínuo,32.9015544,4,1.5875,2.07253886,2026-01-01,2026-05-25
"Influ Sabrina - Tons","[C] [LM - TESTE] [ABO]","ADS 1 - SABRINA",engaged,inactive,226,256,1.13274336,,,,6.35,2026-02-09,Contínuo,24.8046875,5,1.27,1.953125,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 2 - 18-02",engaged,archived,136,154,1.13235294,,,,6.34,2026-03-16,Contínuo,41.16883117,2,3.17,1.2987013,2026-01-01,2026-05-25
"[TOFU] [TIK + ORG ] [ABERTO]","[C] [LM - TESTE] [ABO]",AD3,unknown,inactive,92,96,1.04347826,,,,6.3249527,2026-02-11,Contínuo,65.884924,,,,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - TOFU LARISSA — Cópia",prospecting,inactive,205,208,1.01463415,"Compras no site",1,6.32,6.32,2025-10-13,Contínuo,30.38461538,2,3.16,0.96153846,2026-01-01,2026-05-25
"[MOFU] [TIK TOK] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05",prospecting,inactive,141,163,1.15602837,,,,6.28,2026-05-17,Contínuo,38.52760736,1,6.28,0.61349693,2026-01-01,2026-05-25
"[COENZIMA] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT 4",prospecting,not_delivering,373,423,1.13404826,,,,6.28,2026-05-10,Contínuo,14.8463357,,,,2026-01-01,2026-05-25
"Arte Organica - Digestino","[C] [LM - TESTE] [ABO]","ADS1 - 18-02",existing,inactive,240,262,1.09166667,,,,6.27395334,2026-02-20,Contínuo,23.9463868,1,6.27395334,0.38167939,2026-01-01,2026-05-25
"Influ Sabrina - Vm [Teste até 13-03]","[C] [LM - TESTE] [ABO]",ADS2,engaged,archived,175,194,1.10857143,,,,6.25,2026-02-05,Contínuo,32.21649485,3,2.08333333,1.54639175,2026-01-01,2026-05-25
"LP - 1","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA 2",prospecting,archived,281,287,1.02135231,,,,6.25,2026-01-19,Contínuo,21.77700348,3,2.08333333,1.04529617,2026-01-01,2026-05-25
"Arte Org - Digestino","[C] [LM - TESTE] [ABO]","ADS2- 18-02",engaged,not_delivering,324,377,1.16358025,,,,6.24,2026-02-18,Contínuo,16.55172414,4,1.56,1.06100796,2026-01-01,2026-05-25
"[TESTE PB FECHADO]","[C] [LM - TESTE] [ABO]","AD - EVELYN",prospecting,inactive,392,448,1.14285714,,,,6.22,2026-05-22,Contínuo,13.88392857,3,2.07333333,0.66964286,2026-01-01,2026-05-25
"Influ Morgana - Jejoom","[C] [LM - TESTE] [ABO]",ADS9,engaged,inactive,200,223,1.115,,,,6.22,2026-03-02,Contínuo,27.89237668,1,6.22,0.44843049,2026-01-01,2026-05-25
"[PUBLICO ABERTO] — Cópia","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","Video-Rmkt-DaniWinits — Cópia",existing,archived,104,107,1.02884615,,,,6.18,2026-01-08,Contínuo,57.75700935,1,6.18,0.93457944,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS - ASIATICA — Cópia | Pausado sem checkout e sem conversões",existing,archived,321,368,1.14641745,,,,6.18,2026-03-16,Contínuo,16.79347826,9,0.68666667,2.44565217,2026-01-01,2026-05-25
"ABER. — Cópia | Pausado checkout caro","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS - ASIATICA",prospecting,archived,167,174,1.04191617,,,,6.18,2026-03-16,Contínuo,35.51724138,10,0.618,5.74712644,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU ANA ELISA 22K",unknown,active,109,111,1.01834862,,,,6.15897766,2026-03-17,Contínuo,55.4862852,11,0.55990706,9.90990991,2026-01-01,2026-05-25
"[MOFU] [TIK TOK] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - 7",prospecting,not_delivering,210,240,1.14285714,,,,6.15,2026-05-17,Contínuo,25.625,3,2.05,1.25,2026-01-01,2026-05-25
"Influ Lari - Jejoom","[C] [LM - TESTE] [ABO]","ADS - LARI 4",existing,not_delivering,94,112,1.19148936,,,,6.12,2026-02-12,Contínuo,54.64285714,1,6.12,0.89285714,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - TACI",engaged,active,134,220,1.64179104,,,,6.12,2026-04-17,Contínuo,27.81818182,29,0.21103448,13.18181818,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR",unknown,inactive,147,152,1.03401361,,,,6.11991683,2026-01-23,Contínuo,40.26261073,,,,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - DANI TOFU",existing,active,352,419,1.19034091,,,,6.10032468,2026-03-17,Contínuo,14.55924744,18,0.33890693,4.29594272,2026-01-01,2026-05-25
"Influ Evelyn - Vm 2","[C] [LM - TESTE] [ABO]","ADS 1",existing,inactive,124,169,1.36290323,,,,6.08,2026-02-02,Contínuo,35.97633136,1,6.08,0.59171598,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - TACI 3",prospecting,active,422,448,1.06161137,,,,6.07,2026-04-17,Contínuo,13.54910714,2,3.035,0.44642857,2026-01-01,2026-05-25
"Influ Raiza","[C] [LM - TESTE] [ABO]","Criativo Versão 1 - Raiza 29/12",existing,archived,153,193,1.26143791,,,,6.05,2025-10-22,Contínuo,31.34715026,,,,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","AD - DANI TOFU 1",prospecting,not_delivering,962,962,1,,,,6.05,2026-02-25,Contínuo,6.28898129,1,6.05,0.1039501,2026-01-01,2026-05-25
"Influ Dani - Vm","[C] [LM - TESTE] [ABO]",AD2,engaged,not_delivering,226,273,1.2079646,,,,6.01,2026-02-25,Contínuo,22.01465201,1,6.01,0.36630037,2026-01-01,2026-05-25
"[TESTE PB FECHADO]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia",existing,active,224,240,1.07142857,,,,5.99,2026-05-22,Contínuo,24.95833333,1,5.99,0.41666667,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TESTE LP]","ADS - RAIZA 3 — Cópia",engaged,archived,165,165,1,,,,5.96,2026-02-24,Contínuo,36.12121212,2,2.98,1.21212121,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD4 - ORGANICO",existing,inactive,215,234,1.08837209,,,,5.93,2025-10-13,Contínuo,25.34188034,1,5.93,0.42735043,2026-01-01,2026-05-25
