"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]",prospecting,"CARROSSEL 1 - 18-02",archived,ad,1.15107914,160,0.025,,8.4,3,2,2.8,,52.5,"Compras no site",4.2,2,0.66666667,2,43.58571429,"Valor de conversão da compra no site",366.12,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - RMKT DANI — Cópia",inactive,ad,1.09589041,160,0.2125,,3.58,1,1,3.58,,22.375,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - NIVER 3",inactive,ad,1.23076923,160,0,,1.3,3,2,0.43333333,,8.125,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - LARI",inactive,ad,1.07432432,159,0.20125786,,2.94,,,,,18.49056604,,,,,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - MOFU 3",not_delivering,ad,1.33613445,159,0.16981132,,5.44,5,4,1.088,,34.21383648,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 4",archived,ad,1.23255814,159,0.18238994,,2.83,1,1,2.83,,17.79874214,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"Criativo Versão 1 - Raiza 29/12",archived,ad,1.17777778,159,0.08805031,,3.23,,,,,20.31446541,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - LARISSA 2",archived,ad,1,159,0.1572327,,3.06,2,1,1.53,,19.24528302,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD - FERNANDA — Cópia",inactive,ad,1.1048951,158,0.37974684,,10.68,4,1,2.67,,67.59493671,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD -2",not_delivering,ad,1.09722222,158,0.24050633,,8.44,1,,8.44,,53.41772152,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - RMKT",inactive,ad,1.15441176,157,0,,1.22,1,,1.22,,7.77070064,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD2 - ORGANICO — Cópia",archived,ad,1.05405405,156,0,,4.97,,,,,31.85897436,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - EVELYN",inactive,ad,1.04026846,155,0,,2.28,1,,2.28,,14.70967742,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD3,archived,ad,1.13970588,155,0.10322581,,1.87026103,1,1,1.87026103,,12.06620018,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - MOFU teste ate 08-05 — Cópia",inactive,ad,1.18461538,154,0.07142857,,3.24,3,1,1.08,,21.03896104,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD2 — Cópia",inactive,ad,1.15789474,154,0,,3.4,,,,,22.07792208,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - EVELYN NIVER",not_delivering,ad,1.06944444,154,0.25974026,,5.9,,,,,38.31168831,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,AD2,inactive,ad,1.34210526,153,0.17647059,,3.36,1,1,3.36,,21.96078431,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"Criativo 2 - Melhora retenção 29/12",archived,ad,1.28571429,153,0.07843137,,3.02,2,1,1.51,,19.73856209,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD1,inactive,ad,1.13432836,152,0.11842105,,2,3,1,0.66666667,,13.15789474,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD -2",not_delivering,ad,1.216,152,0.36842105,,7.97,9,7,0.88555556,,52.43421053,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",unknown,"ADS - MES CONSUMIDOR",inactive,ad,1.03401361,152,0,,6.11991683,,,,,40.26261073,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS  - EVELYN VM",inactive,ad,1.07042254,152,0.125,,1.1,,,,,7.23684211,,,,,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - NIVER",inactive,ad,1.21774194,151,0,,5.18,4,5,1.295,,34.30463576,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS2 - VM",not_delivering,ad,1.04137931,151,0,,2.83,2,1,1.415,,18.74172185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"ADS 4 — Cópia",inactive,ad,1.06338028,151,0.31125828,,6.77,4,1,1.6925,,44.83443709,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - NIVER",inactive,ad,1.1627907,150,0,,2.92,,,,,19.46666667,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - ORG TOFU",inactive,ad,1.12781955,150,0,,8.19,3,4,2.73,,54.6,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - LUCIANA MOFU",inactive,ad,1.18253968,149,0.16107383,,4.34,3,1,1.44666667,,29.12751678,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - MANOELI — Cópia",inactive,ad,1.29565217,149,0.40268456,,7.66,20,14,0.383,,51.40939597,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS - LARI 2",not_delivering,ad,1.1037037,149,0.27516779,,5.09,1,1,5.09,,34.16107383,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD 2 DUDA — Cópia",inactive,ad,1.05714286,148,0.11486486,,2.42,1,1,2.42,,16.35135135,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"ADS - LARI 6",inactive,ad,1.28695652,148,0.2027027,,2.94,5,3,0.588,,19.86486486,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",unknown,"AD - BOFU",inactive,ad,1.02797203,147,0.08843537,,7.01967712,1,,7.01967712,,47.75290558,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS3 - VM",archived,ad,1.04255319,147,0,,5.16,1,1,5.16,,35.10204082,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,AD1,archived,ad,1.05755396,147,0.15646259,,5.55,,,,,37.75510204,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,AD4,inactive,ad,1.11450382,146,0,,5.25,2,1,2.625,,35.95890411,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - EVELYN TOFU",active,ad,1.02097902,146,0.43835616,,4.98,1,1,4.98,,34.10958904,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - NIVER",inactive,ad,1.09022556,145,0,,3.96,1,,3.96,,27.31034483,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS 4 — Cópia",inactive,ad,1.08208955,145,0.26206897,,8,7,7,1.14285714,,55.17241379,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD1,archived,ad,1.15079365,145,0.32413793,,4.45838152,1,,4.45838152,,30.74745874,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - DANI TOFU — Cópia",inactive,ad,1.03571429,145,0.33103448,,6.38,3,,2.12666667,,44,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS3 - 18-02",not_delivering,ad,1.02112676,145,0,,5.84,4,5,1.46,,40.27586207,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"ADS DANI",inactive,ad,1.152,144,0,,3.35,3,3,1.11666667,,23.26388889,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS - LARISSA MES CLIENTE",archived,ad,1.1,143,0.22377622,,4.44,,,,,31.04895105,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"CARROSSEL 1 - 18-02",archived,ad,1.45918367,143,0.17482517,,5.26,15,6,0.35066667,,36.78321678,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD1 - ORGANICO — Cópia",archived,ad,1.04379562,143,0,,4.7,2,,2.35,,32.86713287,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD - ALESSANDRA TOFU",inactive,ad,1.02898551,142,0.26760563,,3.47,,,,,24.43661972,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - EVELYN NVIER",not_delivering,ad,1.14754098,140,0.2,,8.29,4,4,2.0725,,59.21428571,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - RMKT",inactive,ad,1.02941176,140,0,,1.5,1,1,1.5,,10.71428571,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS2- Q10",not_delivering,ad,1.06060606,140,0,,3.14,1,1,3.14,,22.42857143,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD1,archived,ad,1.12096774,139,0.10071942,,4.43,,,,,31.8705036,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",unknown,AD2,active,ad,1.02222222,138,0.10869565,,3.48419683,3,4,1.16139894,,25.24780312,"Compras no site",3.48419683,4,0.33333333,1,61.43740161,"Valor de conversão da compra no site",214.06,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 1",archived,ad,1.17094017,137,0.18248175,,3.03,1,,3.03,,22.11678832,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS - LARI 5",not_delivering,ad,1.11382114,137,0.10948905,,5.16,,,,,37.66423358,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 5",archived,ad,1.12295082,137,0.1459854,,5.33,1,,5.33,,38.90510949,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",unknown,"AD - RMKT",inactive,ad,1.03030303,136,0,,11.18795055,2,3,5.59397528,,82.26434228,"Compras no site",11.18795055,7,0.5,1,15.79556499,"Valor de conversão da compra no site",176.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS - RAIZA 3 — Cópia",inactive,ad,1.10569106,136,0.22794118,,2.02,3,3,0.67333333,,14.85294118,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - 4",not_delivering,ad,1.55172414,135,0.52592593,,4.84,27,20,0.17925926,,35.85185185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",unknown,"AD - SHOOTING BOFU",active,ad,1.01515152,134,0.2238806,,10.00538486,1,3,10.00538486,,74.66705121,"Compras no site",10.00538486,2,1,1,17.89636305,"Valor de conversão da compra no site",179.06,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - DANI TOFU — Cópia",inactive,ad,1.04724409,133,0.37593985,,4.89,1,,4.89,,36.76691729,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"29/12 — Cópia",archived,ad,1.11764706,133,0.21804511,,1.86,,,,,13.98496241,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",unknown,"ADS - TOFU",inactive,ad,1.04724409,133,0.26315789,,8.28958012,,13,,,62.32767005,,,5,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS2- 18-02",inactive,ad,1.34693878,132,0,,2.66,2,2,1.33,,20.15151515,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"ADS3- 18-02",inactive,ad,1.11965812,131,0,,3.98,1,,3.98,,30.38167939,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,1.14912281,131,0.19083969,,2.29,,,,,17.48091603,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - TOFU LARISSA — Cópia",inactive,ad,1.05645161,131,0.46564885,,4.38,,,,,33.4351145,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS2- 18-02 — Cópia",inactive,ad,1.07438017,130,0,,2.16,1,1,2.16,,16.61538462,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - 4",not_delivering,ad,1.2037037,130,0.16923077,,2.25,2,2,1.125,,17.30769231,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,ADS4,inactive,ad,1.02380952,129,0.26356589,,9.06,1,,9.06,,70.23255814,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD3 — Cópia",inactive,ad,1.20560748,129,0.21705426,,10.92,2,1,5.46,,84.65116279,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,ADS4,inactive,ad,1.18518519,128,0.3359375,,6.47,4,1,1.6175,,50.546875,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - DANI TOFU 1",not_delivering,ad,1.024,128,0.265625,,1.04,,,,,8.125,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS1 - VM",not_delivering,ad,1.04918033,128,0,,4.54,,,,,35.46875,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",inactive,ad,1.09565217,126,0.29365079,,3.87,,,,,30.71428571,,,,,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - RAIZA MOFU",inactive,ad,1.17924528,125,0.256,,5.38,1,,5.38,,43.04,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD1,inactive,ad,1.25252525,124,0.10483871,,1.16,1,,1.16,,9.35483871,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - RAIZA MOFU",inactive,ad,1.12727273,124,0.25,,4.99,2,2,2.495,,40.24193548,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",unknown,"AD - MOFU",active,ad,1.01652893,123,0.27642276,,14.52940414,4,4,3.63235104,,118.12523695,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",inactive,ad,1.08849558,123,0.21138211,,2.87,2,2,1.435,,23.33333333,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - RAIZA",inactive,ad,1.12962963,122,0.23770492,,5.3,1,1,5.3,,43.44262295,"Compras no site",5.3,,1,1,29.42641509,"Valor de conversão da compra no site",155.96,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD -2 — Cópia — Cópia",inactive,ad,1.22222222,121,0.24793388,,3.56,,,,,29.4214876,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae — Cópia",archived,ad,1.08035714,121,0.18181818,,3.74,,,,,30.90909091,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS3- Q10",not_delivering,ad,1.16666667,119,0,,5.17,4,1,1.2925,,43.44537815,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - MOFU 4",not_delivering,ad,1.15533981,119,0.3697479,,3.72,5,4,0.744,,31.2605042,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"ADS 2 — Cópia",inactive,ad,1.12264151,119,0,,6.62,1,1,6.62,,55.6302521,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"CARROSSEL 3 - 18-02",archived,ad,1.36781609,119,0.49579832,,5.21,7,3,0.74428571,,43.78151261,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS -  ANA ELISA 1",archived,ad,1,118,0.10169492,,1.42,,,,,12.03389831,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",archived,ad,1.04424779,118,0.06779661,,5.04,,,,,42.71186441,,,,,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD9 - CARROSSEL",inactive,ad,1.18181818,117,0.11111111,,4.3,2,2,2.15,,36.75213675,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD - MOFU 9",not_delivering,ad,1.10377358,117,0.31623932,,3.28,2,1,1.64,,28.03418803,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - MOFU 9",not_delivering,ad,1.19587629,116,0.22413793,,6.98,4,3,1.745,,60.17241379,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,AD1,archived,ad,1.31818182,116,0.09482759,,4.04,1,1,4.04,,34.82758621,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD3 — Cópia",inactive,ad,1.16161616,115,0.16521739,,9.55,2,1,4.775,,83.04347826,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - SABRINA TOPO 2",inactive,ad,1.03636364,114,0.1754386,,3.12,1,1,3.12,,27.36842105,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS  - EVELYN VM",inactive,ad,1.0754717,114,0.46491228,,4.34,,,,,38.07017544,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD2,not_delivering,ad,1.3902439,114,0.15789474,,4.27,1,1,4.27,,37.45614035,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - EVELYN",inactive,ad,1.06542056,114,0.09649123,,1.84,5,2,0.368,,16.14035088,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS1 - 18-02",inactive,ad,1.05660377,112,0,,1.52095839,1,1,1.52095839,,13.57998559,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",uncategorized,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",active,ad,0,112,0,,0.93279363,,,,,8.32851457,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS - LARI 4",not_delivering,ad,1.19148936,112,0.17857143,,6.12,1,1,6.12,,54.64285714,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",unknown,"AD - CAMPEÃO TOFU",active,ad,1.04672897,112,0.375,,15.34746715,2,26,7.67373357,,137.03095668,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",unknown,"AD - BOFU ANA ELISA 22K",active,ad,1.01834862,111,0.22522523,,6.15904297,11,1,0.559913,,55.4868736,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS DANI 2",not_delivering,ad,1.21978022,111,0,,1.53,,,,,13.78378378,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae — Cópia",archived,ad,1.1122449,109,0.26605505,,3.36,2,1,1.68,,30.82568807,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - LARI",inactive,ad,1.125,108,0.16666667,,2.26,,,,,20.92592593,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,24-12,archived,ad,1.2,108,0.19444444,,1.66,1,1,1.66,,15.37037037,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"ARTE DANI",inactive,ad,1.21348315,108,0,,4.13,2,2,2.065,,38.24074074,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - EVELYN",inactive,ad,1.12631579,107,0.1588785,,3.28,1,,3.28,,30.65420561,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - ANA PAULA",active,ad,1.07070707,106,0.18867925,,6.6012581,1,,6.6012581,,62.27601982,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,AD9,inactive,ad,1.47222222,106,0.32075472,,5.91,6,5,0.985,,55.75471698,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,ADS,not_delivering,ad,1.07142857,105,0.34285714,,3.22,1,,3.22,,30.66666667,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS - LARI 5",not_delivering,ad,1.03960396,105,0.08571429,,2.05,1,1,2.05,,19.52380952,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD2 — Cópia",inactive,ad,1.18181818,104,0,,1.32,,,,,12.69230769,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS3 - VM",archived,ad,1.0625,102,0,,3.75,3,3,1.25,,36.76470588,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - DRI MOFU",inactive,ad,1.04123711,101,0.16831683,,2.52,1,,2.52,,24.95049505,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",unknown,"tons 3 - 25-11",inactive,ad,1.04123711,101,0.26732673,,9.60301514,2,2,4.80150757,,95.0793578,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 2 — Cópia",archived,ad,1.05263158,100,0,,4.53,1,1,4.53,,45.3,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD - MOFU 3",not_delivering,ad,1.03125,99,0.24242424,,3.27,5,2,0.654,,33.03030303,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"ADS 2 - INGRID VM — Cópia",inactive,ad,1.20731707,99,0.26262626,,5.82,,,,,58.78787879,,,1,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD1 - BOFU — Cópia",not_delivering,ad,1.16470588,99,0.11111111,,1.68,3,1,0.56,,16.96969697,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"[2] 29/12 — Cópia",archived,ad,1,98,0.1122449,,1.34,,,,,13.67346939,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD1 — Cópia",inactive,ad,1.06521739,98,0.09183673,,1.26,1,,1.26,,12.85714286,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - FERNANDA — Cópia",inactive,ad,1.05376344,98,0.40816327,,3.36,3,,1.12,,34.28571429,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS1 - 18-02",not_delivering,ad,1.15294118,98,0,,2.95,1,1,2.95,,30.10204082,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD -2 — Cópia — Cópia",inactive,ad,1.11363636,98,0.2755102,,4.5,1,1,4.5,,45.91836735,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - NIVER",inactive,ad,1.2125,97,0,,1.52,,,,,15.67010309,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS - RAIZA 3 — Cópia",inactive,ad,1.11494253,97,0.24742268,,0.89,1,1,0.89,,9.17525773,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - MOFU 2",not_delivering,ad,1.19753086,97,0.35051546,,2.56,3,1,0.85333333,,26.39175258,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - MOFU 2",not_delivering,ad,1.76363636,97,0.44329897,,4.22,11,8,0.38363636,,43.50515464,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD - FERNANDA — Cópia",inactive,ad,1.03225806,96,0.30208333,,2.66,3,2,0.88666667,,27.70833333,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",unknown,AD3,inactive,ad,1.04347826,96,0,,6.3249527,,3,,,65.884924,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia",active,ad,1.05494505,96,0.01041667,,2.01,,,,,20.9375,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - 4",not_delivering,ad,1.11764706,95,0.17894737,,0.92,1,1,0.92,,9.68421053,,,,0,,,,,2026-01-01,2026-05-25
